Attacker,Fast Move,Charged Move,Level,"Arceus (Fairy), Tier 5","Arceus (Fairy), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Tapu Bulu, Tier 5","Tapu Bulu, Tier 5","Tapu Fini, Tier 5","Tapu Fini, Tier 5","Tapu Koko, Tier 5","Tapu Koko, Tier 5","Tapu Lele, Tier 5","Tapu Lele, Tier 5","Xerneas, Tier 5","Xerneas, Tier 5","Zacian (Hero), Tier 5","Zacian (Hero), Tier 5","Mega Audino, Mega Tier","Mega Audino, Mega Tier","Mega Gardevoir, Mega Tier","Mega Gardevoir, Mega Tier","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Azumarill, Tier 3","Azumarill, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Gardevoir, Tier 3","Gardevoir, Tier 3","Granbull, Tier 3","Granbull, Tier 3","Grotle, Tier 3","Grotle, Tier 3","Kirlia, Tier 3","Kirlia, Tier 3","Ludicolo, Tier 3","Ludicolo, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Mr. Mime, Tier 3","Mr. Mime, Tier 3","Tangela, Tier 3","Tangela, Tier 3","Togekiss, Tier 3","Togekiss, Tier 3","Togetic, Tier 3","Togetic, Tier 3","Wigglytuff, Tier 3","Wigglytuff, Tier 3"
Gengar,Lick,Sludge Wave,40,1.8818137629033387,1.651754502252145,1.9339403441697074,1.659048894010588,1.707775276090524,1.5937677797284826,1.9835815361190585,1.9096851113814526,1.672237608399521,1.6284760983002748,1.8646361076059599,1.7296834727096608,1.7410437327422805,1.5898765374503705,1.780342738015676,1.7055075947521674,1.7827724051924498,1.706524119947849,1.9614287039318876,1.9929787805703272,2.057992132115741,1.4550935227730057,1.8844027920710484,1.7894375066002124,1.6814486325185725,1.715652281098106,1.6467818364694062,1.6971840428795182,1.8164200896110987,1.7272776437506867,1.678339626094292,1.6732017133704264,1.6285814679237958,1.6911529627928343,1.63799981638238,1.6753807931668705,1.7315469164796298,1.6869423522955422,1.6762366184869413,1.6230058944901127,1.7294281930790418,1.686282362765588,1.683570188753134,1.7333292111215313,1.823912191950929,1.7564896012903748,1.7060802491782567,1.762094056210615,2.0352772766491487,2.0639586203391818
Gengar,Hex,Sludge Wave,40,2.0322323371039976,1.8322644278642184,2.0493127771812465,1.8430648966064596,1.8298266472103648,1.73738648095665,1.9700168482204674,1.9805479272315163,1.808907844888431,1.798861780864464,1.9123305153177947,1.8692357040738679,1.905401913613994,1.763305981694882,1.8575876625028147,1.8031838528093926,1.8223527464429456,1.820773879031801,2.059595335755294,2.0899699833099885,2.500323328665308,1.6840229355212797,1.9724917639701907,1.917245035087247,1.7882169940797052,1.8154842021215924,1.7430537434303979,1.7992955964002708,1.9583827726162797,1.8851239920991918,1.776085455293713,1.7991347307178838,1.662720948624088,1.7117953866334548,1.7673715593768755,1.799641802290998,1.7509321279049925,1.741801334109655,1.7584451217255914,1.731142909431913,1.8606123536814045,1.8611178166080593,1.7028722819370403,1.7480296400114965,1.8632188719863425,1.8382650460907637,1.7563241294741962,1.8168023388132817,2.08771745698917,2.149027595646828
Gengar,Sucker Punch,Sludge Wave,40,2.426435578871409,2.083073239437828,2.05248750625182,1.7869271186122826,1.9497570473814179,1.8133168059372684,2.2907089830180865,2.2419911676009834,2.067021586899826,2.029482908455753,2.225096140609718,2.0819624272490875,2.416347997558581,2.134112860962537,2.1334089329308297,2.0633323234329812,2.1922217561362736,2.1284530355422033,1.9969241136959655,1.989122183845295,3.0167181594930095,1.893313076731643,2.2980426099362443,2.1751412083099524,2.1184382784415163,2.168671557931687,1.7655963460325057,1.8198597098738238,2.370698743754194,2.2516513711993817,2.050758075521295,2.0692255436182845,1.766534103017015,1.8607627066472827,2.1722467831241987,2.231620987168204,1.8211214309011612,1.792243125657961,1.9328162061224727,1.858428684615538,2.2276579900102855,2.2436762992894934,1.797849186918259,1.8403032246656144,2.192074529908832,2.140496596803425,2.0441104960557555,2.096076058068632,2.0196409770885095,2.031769130746515
Gengar,Lick,Sludge Bomb,45,1.3312068056436837,1.261503229025492,1.3372253048574345,1.2659332172233848,1.2716476601094082,1.2706380265680117,1.3455729183980758,1.3678073146092968,1.2686048524666784,1.2824630656568066,1.3220557120949938,1.3127925037432113,1.3063938052521331,1.249144469817299,1.3216035306648857,1.3198309969549094,1.3109284507680974,1.3103801371804322,1.450162772214741,1.487671162206665,1.3813119714723,1.0882796017035614,1.2913776688153162,1.295082153232603,1.3129429642684998,1.371375171556092,1.2858020353789774,1.3473722795774483,1.335615567552667,1.3044879872392956,1.3067654384214107,1.3094916683408429,1.2977914371901178,1.3731399968745415,1.3025798471125936,1.3562399463977295,1.3299128075927962,1.3267848838678753,1.27923074881386,1.30384482032664,1.3731934861840134,1.3580838118459373,1.2568098693602379,1.317694774098704,1.378536750484179,1.3663303751561842,1.3008643075403907,1.3868151670909596,1.47013491254216,1.5078405486649602
Gengar,Hex,Sludge Bomb,45,1.3613453064474543,1.3184911422208436,1.365642678543993,1.3273576223692245,1.3205509076785227,1.3227878231059063,1.3533296042370395,1.402490713773222,1.3126859282418475,1.3452672362058158,1.346487765834474,1.345434061771839,1.383322526682898,1.3427887406728547,1.3200844510079481,1.341336999205041,1.3308972053738453,1.3278719800464829,1.4491220309313932,1.4923575099222202,1.5562319107080547,1.2336255835291894,1.331221458610715,1.3574582297143116,1.3127591002917836,1.3788979567807431,1.2754354574419937,1.3511879974471885,1.424512994412788,1.4235005469160316,1.3529787062151364,1.3455741992314671,1.2895526710833503,1.35196094123664,1.3440061781008819,1.4019777403056513,1.3145139765257359,1.3303083750279248,1.3079607750681648,1.3287843510699617,1.4292187313212608,1.4546326449643419,1.275879270231104,1.3405154694994768,1.3874047428706608,1.3716717622192292,1.3032431508936266,1.3687110658974262,1.4064131790507735,1.4833597277444572
Gengar,Shadow Claw,Sludge Bomb,45,1.4434154522158713,1.311773276204916,1.4529751267439934,1.3231754619981362,1.338394136347496,1.341993334668326,1.4819816640927999,1.5164760985247214,1.309745958389877,1.330234332411022,1.3561464713980613,1.3532504185645395,1.2771854562020886,1.2077454433138095,1.3652546622917108,1.3566308220569285,1.3708581146193528,1.3620127657162295,1.64636559566954,1.7037760389012966,1.3731693012827582,1.0749351796390434,1.3614210490351784,1.3624826323821435,1.3830499453596148,1.4502089948744743,1.3263868256609377,1.389791134705399,1.3494109701204142,1.3263150282698186,1.3628904564109758,1.3755871994075537,1.3217186234721954,1.4014128020684855,1.2922370210263028,1.3394505975750095,1.3568515424429692,1.363942315540915,1.3639156690563166,1.380026429582035,1.3055093148977726,1.3101623602938586,1.3066676939480206,1.370503742461219,1.3833379598258047,1.3591149701543155,1.342397100174982,1.4157209206014802,1.627101821849601,1.6798318343664622
Gengar,Sucker Punch,Sludge Bomb,45,1.5485354300440732,1.457288871327635,1.4057768713868692,1.3285883299006747,1.3878430841914855,1.3883904933398723,1.5208616984028354,1.569255173760641,1.441047328282314,1.4905481331032495,1.4834750249900825,1.4842643001097722,1.5753901884469779,1.5035183736879325,1.484129429674929,1.4962369562206432,1.4893968822629104,1.4970475596621509,1.460013362203684,1.4899163707692564,1.8784284218440777,1.3553524150410061,1.5303157541635692,1.5531304781763329,1.4816202254053876,1.5367057550859713,1.3405252186552903,1.4263799253561793,1.588140629193712,1.5920503950790381,1.505802066650929,1.5074434060711916,1.3687863275386067,1.4122840000189423,1.5599087346146125,1.6524582379054926,1.3758722936242322,1.3846694257634138,1.3910199293560386,1.4197556590760863,1.6546362832579014,1.6589079575255217,1.3712123702995949,1.420914466885962,1.567210455830246,1.5441585991536406,1.4797971726799348,1.563524381189504,1.4205430638580878,1.5056634378393665
Gengar,Shadow Claw,Sludge Wave,45,1.8857950764708227,1.6263946931835878,1.906834928024277,1.6339176079308957,1.698545805603624,1.6242798716397784,1.9913622530812105,1.9130534738150073,1.6305825941309715,1.6010543218690918,1.7145678111232316,1.6476610990638851,1.5110435855600055,1.3811002337328917,1.6831407885281584,1.6406405086420488,1.7127535627232018,1.668906161782212,2.221726470547122,2.2346748027159675,1.6137915016926019,1.2496290494178937,1.710163726681838,1.655514505972804,1.6741216144118158,1.7105485379557506,1.5860047657301337,1.6446930629940573,1.6137933783835359,1.53038292775223,1.7144007978495857,1.6649738996216017,1.5895120969460481,1.6426652775738864,1.4638212364529064,1.494701510922805,1.6472498234250295,1.6343730510750758,1.650463908774818,1.6290803637241995,1.529067511135777,1.4871895972524531,1.5662761852463096,1.613231678281653,1.7331206642660195,1.6334722990633117,1.6179839332506718,1.7016646602402987,2.2119964669971357,2.281198635849926
Gengar,Lick,Sludge Wave,45,1.8603096929969638,1.5943843743738977,1.9100856166062805,1.5941901382703976,1.61931569765512,1.5460816125883285,1.8128310337284022,1.7492278599860251,1.626994600590159,1.588083538136312,1.8127670007350598,1.6831325740352328,1.680735131362306,1.5187614096151258,1.7265417554245333,1.6526461249254174,1.7157909869055046,1.6659799784592713,1.9157957203105882,1.9414915886155755,1.7866586774429452,1.3045431482364462,1.6758043562437492,1.603583558171943,1.6237744547919803,1.6603772578253497,1.6013457402219065,1.6631574046899171,1.6099061721085028,1.5356349440946588,1.6453178370684742,1.6494273387475205,1.6035166146546134,1.6718822743868655,1.562873299085411,1.5978448973230208,1.6639862945666446,1.6518831901523028,1.6068066606909182,1.5804737593557008,1.6834977688020372,1.6480194977884375,1.5327525267767919,1.571680192265193,1.7687697013251857,1.7182875096883883,1.6470754573843747,1.7231800075365356,1.991499305662195,2.048082064431455
Gengar,Hex,Sludge Wave,45,2.002586995777148,1.7649656418645419,2.0189811893969125,1.7666334985402525,1.7343814009935388,1.6785242292630917,1.8755466579876932,1.8580729874875548,1.7646106896200653,1.7450183366862169,1.8483500585308366,1.7886284321747787,1.8416322971258385,1.6855904461381683,1.8035301714876582,1.7454261675714848,1.7661183379627008,1.7715013888101583,2.033727246237642,2.0286025453368484,2.350245246790637,1.570773117930074,1.8384524753643834,1.7977572322798532,1.6791632478097853,1.7044034263385055,1.640200783802303,1.6927687518041734,1.7962589058310876,1.7489563476176355,1.739917912215449,1.7593445004631718,1.6547390952270458,1.6892437810474077,1.6786157668371593,1.7167848724101888,1.698618350039407,1.704476871016532,1.6725730459550772,1.6810496480293913,1.8240287344340231,1.8451841120917822,1.6171388480348257,1.65578958922323,1.815453596066819,1.775699054464608,1.7074927277407932,1.7612497714788151,1.9806126743992072,2.005340490665382
Gengar,Sucker Punch,Sludge Wave,45,2.3865381834999435,1.9888018691580767,2.021034246814561,1.7244960993973648,1.8491837824589517,1.75086131108815,2.195816966469614,2.148173983088978,2.0001196384470283,1.99123954452333,2.1604452126039653,2.0351277861176755,2.256329780962488,2.0014896759072873,2.0543010183625254,1.9962931683941678,2.1206486253613743,2.0590531602516866,1.9413475560767328,1.9364838900184522,2.987856393842599,1.8489027639336586,2.2000782707546915,2.1104836014486303,1.9416519793801539,1.9954683435316456,1.7108470982862536,1.7658565387468685,2.111084757228462,2.0165650891884925,2.044037525636519,2.0377504227269925,1.7262281869024338,1.7771964634960626,1.9915528401404017,2.030556956289689,1.7574266798415497,1.7469415814050346,1.8235347420912267,1.7979517769467472,2.190430306176841,2.1973011946885532,1.7576880476959533,1.7953527950804347,2.118383031265046,2.078026767838334,1.9768453629786975,2.047572047910477,1.8951077632158944,1.9248534267807804
Toxicroak,Poison Jab,Sludge Bomb,40,1.5191731566797047,1.3747661085534317,1.5071063865002314,1.3728368959175763,1.4190482019880204,1.4167742091838278,1.418502731257306,1.4146622373568456,1.4072321763414863,1.4279386918470156,1.5364557764657327,1.4310038751964163,1.9120754342634279,1.5855324818263101,1.594216419335061,1.5198235724839235,1.4021030100334448,1.410370931353098,1.3902477073919894,1.4056160951303642,1.5502254683192462,1.4122548548467992,1.5067057330221831,1.458624712437803,1.4023170650938086,1.4564150020053206,1.4107499817699372,1.4692504039239531,1.7673571092053564,1.6566776523727842,1.3865561156620012,1.4178318307373596,1.3984766135180828,1.4672239580620263,1.6648060341780286,1.6872008353884977,1.3738415310194088,1.391737485674259,1.4351073022223095,1.4565399527218859,1.8204447265244883,1.7036823573370232,1.3984428508497073,1.462939761889923,1.4378551367208663,1.4475330751472733,1.477361836402461,1.500557995878535,1.4175036097832583,1.4062323584616965
Shadow Crobat,Air Slash,Sludge Bomb,50,1.4015542567664099,1.4246151575643455,1.2005469600969116,1.2087062417728451,1.195250760875931,1.2227331754023503,1.402439287169599,1.4353064140429554,1.442385861270092,1.469461051349165,1.6275952176300634,1.6950453443484936,1.6608054292300067,1.553992542375079,1.473010696994534,1.5293006395030488,1.4407122952213596,1.4849411257865204,1.4575190893312975,1.5008877887668985,1.4377811751900689,1.4141285279570361,1.4382933662429416,1.502412685660094,1.4861470985403475,1.5581502481814136,1.2267173472456334,1.2905635017871488,1.6282933361228962,1.6876842915424795,1.4282148560081065,1.500453391598306,1.2193659107160617,1.2896006516107952,1.6740099814225624,1.7617328759790687,1.2273329876361567,1.2427867500524548,1.235971769569523,1.2878231590645404,1.6105622549565977,1.646731657369768,1.2174105214221695,1.2760557401553976,1.4669588302004608,1.5272580755800051,1.4530113340289497,1.562992564200462,1.4136206761314614,1.4877841841226982
Roserade,Poison Jab,Sludge Bomb,40,1.2937604922413721,1.2169642569852104,1.2983730040412524,1.2196455727476199,1.2028559729815704,1.2128595113854215,1.2460568331257178,1.235279835620709,1.2143124526654887,1.2031277399244882,1.3620967530257744,1.2698065817475717,1.4261127179247448,1.3275325805500164,1.332219114465019,1.306802460084364,1.2508190238648604,1.2637400600872968,1.2502585055847941,1.2532543051634777,1.324840265909942,1.1788259441005913,1.32036733417678,1.2982460310722472,1.2611378078351,1.2820591882315282,1.2239989586264959,1.275543029878621,1.4433198289857925,1.4513623300554426,1.2305678850507513,1.2636270576152269,1.2287832020798508,1.2995956035213503,1.4269861604571703,1.4951795813557354,1.2087366582785262,1.228032590831223,1.2285770175704025,1.2634488417763452,1.414237335706502,1.4164278771827596,1.2369592929948736,1.2862976534636477,1.325922824976905,1.298768284528646,1.271349070929245,1.3140091570148853,1.2381283701897636,1.2647626049654268
Shadow Venomoth,Bug Bite,Poison Fang,30,2.9161551665480423,2.6072946416581826,2.194558288128965,1.9648724250112737,1.9430078255532204,1.9269503697044275,2.592572572590213,2.5814083535868977,2.9224908681713186,2.7010366231113987,3.0039913067408985,2.6973032488769224,2.972555128396344,2.4911620231898697,2.8985101835665206,2.737509355479559,2.7664378663341087,2.7484795646505304,2.813969966937389,2.7099804818533286,3.2585260952467525,2.3657618259240163,3.0459297758101957,2.8830953805760147,2.7614925104037504,2.840829613984995,2.029837640951531,2.0703778353774105,2.958424492443535,2.7204955450177795,2.793381666813574,2.8023959493864874,1.9935916730201877,2.0401189568544624,2.8412890217579063,2.9108400271556,2.080383666465735,2.045046452942365,1.9412354953215165,1.967998521439105,3.023225739945172,2.713391836708765,1.9886236769049648,2.025125371673829,2.927928649869828,2.9023519463643144,2.9818922611222973,2.9537098471177727,2.780899965642155,2.6565595589380666
Skuntank,Poison Jab,Sludge Bomb,50,1.3480890767428222,1.3839716949198353,1.3549081285623765,1.3888658152434137,1.4551563368110978,1.4730636223447535,1.4584209901928187,1.472204761831143,1.429483295079101,1.4399584680608304,1.4407856829206984,1.4430891490030158,1.431611383959183,1.4627376190084262,1.452519626976721,1.4927584975831114,1.440040768663908,1.490622209625305,1.4617950408477054,1.4820172093012123,1.2785168759494412,1.2902746420746463,1.4575627149598605,1.4989754813754947,1.4699181682040792,1.5341099504373072,1.4802862812901703,1.572386607502831,1.5927083322066407,1.653709672958274,1.4313154669117087,1.4808254172174675,1.4673994004801842,1.5567954576666083,1.6838423205514055,1.771735931277229,1.426697833109488,1.4781771482315977,1.4429164596957778,1.4957871698061973,1.563886846760273,1.6567915390617014,1.4675927084616411,1.5526382728063413,1.4714659100161105,1.5152886450488732,1.4476537248020418,1.547306528057427,1.433426979636072,1.4986016577936518
Shadow Arbok,Acid,Gunk Shot,40,1.9060740344134792,1.5658838323060429,1.9366729080208598,1.5664071082274216,1.7026199671927356,1.5950775535994648,1.8252905302715654,1.620235359218431,1.7072883226431976,1.6402202550253517,1.890224278611596,1.680328217410795,1.953843851083206,1.7969358031829734,1.9221722780356303,1.7432642015621695,1.6629252309959757,1.6156725809194492,1.6257464689052283,1.5705460949303407,1.9879797486799813,1.6417799150943442,1.7827822561441509,1.734728733856657,1.5992650224264746,1.623896981716628,1.5813824655120357,1.6090117076175148,2.184455872243382,1.967322404489795,1.7166779605368048,1.6537147052413053,1.6070550128096455,1.6479511102481899,1.8931058099469018,1.9072725153287808,1.6479890821165961,1.6086290730708226,1.6659063900461668,1.5992011586771497,2.0352149278607237,1.957955475371929,1.600354412067088,1.608180005865973,1.8014224380824655,1.6763791809120965,1.6334369399676403,1.659022918032094,1.6650119479130647,1.6049748171356162
Shadow Victreebel,Razor Leaf or Acid,Sludge Bomb,45,1.2843453291855595,1.1409100562060226,1.28611436044242,1.1452641782342192,1.1513077517039927,1.1662261656808794,1.166684276139714,1.1622488517328562,1.1762851682262623,1.1736772219136395,1.2897835751687126,1.1946810811579078,1.3648137976847325,1.2940255526495175,1.2766246874703007,1.2304937003011256,1.1676463692534438,1.1762118700753927,1.1570352403988025,1.1706316803778178,1.2863329164287307,1.1454026903029824,1.2232420243550428,1.2221734836076605,1.2055425955838794,1.225600105969232,1.1708664613248465,1.2288522231938226,1.380233980243035,1.3742775941504477,1.2002405398328473,1.1929453544406046,1.1456717605330329,1.2013011379511198,1.3548822967397578,1.4028891170461986,1.1769282284581235,1.1816538212175298,1.1713981041902444,1.2062507313651498,1.3805297730802082,1.3890090905363364,1.1901735794686372,1.2253287668387036,1.2429409875392425,1.2190024213758057,1.1884464974386972,1.221941065163671,1.1892828103612656,1.1895481446211191
Shadow Gengar,Poison Jab,Sludge Bomb,35,1.0910844317339865,1.0082444080348743,1.0962597983898648,1.0097784752250698,1.0934209042975425,1.048560437185771,1.1118715270521158,1.0365092038000254,1.0756926894250352,1.049306333277058,1.199071151788059,1.0805096727465457,1.3233700320203807,1.155951628784411,1.076925155341196,1.070362839300967,1.0630883963494135,1.044078907091435,1.0086173934311742,1.0059622520448952,1.3039696003643797,1.0544062243669514,1.103996985126486,1.064716579112476,1.0801412555146315,1.080130529809366,1.0379054230368934,1.0473049940729697,1.450049607964964,1.2528794792994715,1.055864707316597,1.069665194240219,1.0313750597862377,1.0557653822293993,1.2008260707829639,1.219373959046755,1.0767679184132444,1.0381235907832973,1.0754154529645197,1.0284221503913218,1.381304354228881,1.236798913824996,1.022296912774162,1.0384889607331518,1.0845478784273175,1.0535468315364807,1.0755197224664619,1.0759340142746459,1.0358635419071807,1.0215135348919937
Shadow Gengar,Lick,Sludge Bomb,35,1.236549102080794,1.126799216951129,1.2403418298448448,1.1307362549844664,1.2293690937382886,1.1900446000451452,1.4307936895231754,1.2998559494372353,1.2609532757092712,1.2131847153184896,1.3548176787081747,1.2051307811451046,1.3063069305157793,1.1756503557002393,1.2273955695879102,1.19273127843869,1.2010393968595887,1.1699199365115358,1.3252593763445129,1.3543108552729386,1.321143999016497,1.0305811583443152,1.2428893918279535,1.2177269593054196,1.2167584085481846,1.2177070723423986,1.1646035307865081,1.185796581426308,1.4588518116371432,1.270295498446091,1.1818530927159043,1.196603505460482,1.1889667517485996,1.2251078520047924,1.2308175134720796,1.2452351129798958,1.2154935845584645,1.1826230972189524,1.272917707781013,1.2124635305098412,1.3949818836081016,1.2654197811133294,1.176262995804341,1.200093796676483,1.222529629318585,1.201251832700049,1.1998564513862375,1.2118858532017218,1.3502772103639171,1.3665193845637162
Shadow Gengar,Hex,Sludge Bomb,35,1.286244175505569,1.209511907259419,1.2955994065695429,1.2180151530192744,1.2448066427745434,1.2263290595442475,1.3962056138145635,1.3114448784910313,1.2860345632681185,1.2526508829832887,1.410195139848754,1.3270651333073757,1.4126175379317152,1.2824476741773374,1.261210921819733,1.2584256291798626,1.250206677625985,1.2344115639702966,1.2923106781090543,1.3326008654463468,1.454680857407159,1.1626598583135912,1.2856329267257356,1.2758721908978155,1.242727861445229,1.2552000353230774,1.1819076269158892,1.2015032720702783,1.529743223734317,1.378621122624925,1.2028392009525244,1.2459466645618724,1.1892945650166455,1.2200363310902644,1.2471030215393635,1.2966829392189843,1.251870173274152,1.2351573102685856,1.2327487549890719,1.210023156627352,1.5092529601560654,1.3601081901453065,1.1872682380472626,1.19780695060527,1.2761436465009293,1.2708432888399386,1.2200126417297716,1.245949003398903,1.3411857488960748,1.3397793972241954
Mega Beedrill,Poison Jab or Bug Bite,Sludge Bomb,30,1.2459329466139313,1.076181491267924,1.223839518456269,1.0683693239190566,1.1025949140713667,1.1027157780343158,1.1256954306661644,1.0931954993551247,1.1290180153592568,1.119080506579685,1.2596941518794114,1.1700795613620143,1.3225573414439091,1.231134938463197,1.2189260338252788,1.1690888024293056,1.1333525763845589,1.1171484156226972,1.1048367671128227,1.099750680833702,1.2633071202566502,1.115621357774687,1.178219857994488,1.1680878951586018,1.1319368452812415,1.145612763405292,1.077675826695682,1.1161389992569366,1.432523556636906,1.3111851011389049,1.1452387860397013,1.1286603586693902,1.0819936638427041,1.1328200635509948,1.2836023991746721,1.3141738858864058,1.0833775947308861,1.089327230769036,1.0743529390292834,1.1051925103312021,1.3606167571716252,1.333118115756641,1.086624109737204,1.1379801293033152,1.1956784500117639,1.1707247523330666,1.1604991337958892,1.1568694711864322,1.10991071931629,1.1037414699192094
Nidoqueen,Poison Jab,Sludge Wave,35,1.9303561859874063,1.8583705616183352,1.9413932367990885,1.861985266779611,2.053481112571939,1.9641214238520524,2.0862052461383787,1.940575357957598,1.9492593800193911,1.911156102613273,1.8149606032968686,1.7827959228656074,2.3683067996988982,2.098210056311301,1.9815891915679151,1.9928043718856427,1.9034621620089565,1.9344433535513863,1.9412279279787878,1.9248945608447892,1.8558177928824326,1.7699976434013882,1.9404486280876054,1.9216247186497675,1.9747752753176318,2.022404029774411,1.9260849297946725,1.9890252008772127,2.1754385178768687,2.142077644306951,1.8419059445524928,1.9185367428252198,1.8753595461455044,1.953303183705942,2.2269569171683194,2.2840862361652303,1.9477303215153472,1.8955413735978888,1.992530101361993,1.9996339766082227,2.304680520287529,2.223082547105795,1.9636741535520625,1.9811848839801853,1.8805325103519106,1.944730574661652,1.9428230667729576,2.0502794798546917,1.9080673546337246,1.9226857339818975
Mega Gengar,Lick,Sludge Bomb,50,0.8813653073998804,0.8729022274333955,0.8840099980954206,0.875140714349741,0.9405155112118413,0.9504429270683337,1.00880460301746,1.0234708776030013,0.9482481022163398,0.9442920002903972,0.9521869603176633,0.9385675516229599,0.9199761469072515,0.8762520655332002,0.9313815589532951,0.9568631774550768,0.897611700017006,0.9190329346408935,1.0776862087801464,1.1342308349647368,0.8121340574505521,0.7863870883136546,0.9340859197538406,0.9533062353630584,0.9768394676517882,1.0131554546558392,0.9286391574516963,0.9841055849077981,0.955900288376717,0.9594708875182466,0.9387491532628494,0.9926358672380811,0.9543887597137838,1.0149670453523008,0.9444686364749693,0.9785377195747136,0.9419437976380938,0.9681512974769259,0.9667489894710684,1.004749651518243,0.9606353962072812,0.9237541732093388,0.9457759024985675,0.9966996132809159,0.9246465541392577,0.987590144481193,0.943146416476906,1.0176850524137433,1.075512301986679,1.1472874425942272
Mega Gengar,Shadow Claw,Sludge Bomb,50,0.9197621165143427,0.9177205778567749,0.9260237802304662,0.9194246793915049,0.9654851049147356,0.9791106784036241,1.108388375953465,1.1254815536697889,0.9763767979596596,0.9753590334759973,0.9944969666320934,0.9816206984018842,0.9356063731731664,0.8669590723287175,0.9803027727462236,0.9973165001466684,0.9332051924494078,0.962345218525027,1.1946263429103516,1.2581363517816748,0.8209677927121684,0.7688425556537066,0.9771662259622851,1.0115549168735596,1.0090992615269136,1.0431124230527236,0.985196586368011,1.0339962045310596,0.9330691901702525,0.9400400633955953,0.9738642587949623,1.0100882207056225,0.990694467464448,1.0405637191064976,0.9520808183377315,0.9912238531408291,0.9782293484435279,1.0068441992325472,0.9910437364567033,1.029626583247313,0.9459459303376511,0.9253851682364268,0.9747656841571132,1.0205371209262282,0.9779868282797718,1.0270818414764944,0.9913511727023205,1.0422266731170786,1.1835424816528002,1.2767237198388386
Mega Gengar,Hex,Sludge Bomb,50,0.9076832058497852,0.9117299880002866,0.9107372081343948,0.916364921880417,0.9435986297320066,0.958993198010229,0.9839422432781143,1.005591962262165,0.946496311828054,0.9525962402168183,0.9496835391894125,0.9563509424822921,0.9844633965386449,0.9486227059955418,0.9507953758233144,0.977210045920118,0.9176122442038435,0.9459170341817359,1.034792469191131,1.086450723919897,0.8788408092271919,0.8804969608495374,0.956454044920787,0.9908970698162708,0.9687165580604687,0.9976496171493541,0.9499438031948712,0.9848423205031859,0.9839568722058339,0.9999560705670791,0.9514292858438723,0.9898373759487891,0.9523591057399524,1.006527018643835,0.9691042177254078,1.0191301151076577,0.937478928195561,0.9661048732655079,0.9570520822129268,0.9898791861282364,0.9968013768919849,0.9971582328519428,0.9333384370241361,0.9843531799837828,0.9524658350092349,0.9920513867617352,0.9426862649751332,1.0055308345034033,1.0064334789030678,1.0665719156100617
Mega Gengar,Sucker Punch,Sludge Bomb,50,1.0221651910494236,1.0280982063066924,0.9624024505243787,0.9621531519240122,0.9904771728935169,1.0030820310552029,1.1034706469042186,1.1115237966995815,1.067961511216158,1.0721452054194283,1.088405289449973,1.0853882549305913,1.1449994609515595,1.0698633346158206,1.0682449854570824,1.1059830310896197,1.0439175103452187,1.0792108383878467,1.0491005766475914,1.0968786025028607,0.9625203526794721,0.9389798714788534,1.0778581145859,1.1135793133294267,1.0874369427876531,1.1475113788142486,1.0031881517247447,1.0595887418363972,1.1482669197463495,1.161826728904408,1.0496112293845443,1.08719372929735,0.980020741680834,1.0296274547873978,1.1811634124494181,1.25060394102838,0.9792404864535126,1.0176201560772449,1.0140457859762515,1.0338619490862462,1.1518262789901252,1.1340675659989339,1.0161731381302466,1.075176711204548,1.083779038719575,1.1547983693377022,1.083985110989786,1.1618781891919119,1.0597714927102817,1.09345361525179
Mega Gengar,Shadow Claw,Sludge Wave,50,1.1448648562844477,1.103746381745334,1.148164145493347,1.1054826422623583,1.1682914169963625,1.1656587161067593,1.4364502955067167,1.4251825824662037,1.1923670241214306,1.16232651888204,1.2233066317793158,1.1903537651208482,1.1168408881499192,1.0025330228938576,1.1872973175221861,1.1995337150278929,1.1521665665211724,1.1579499574854035,1.5749290089487842,1.6192709513090473,0.9463008942079031,0.8913752591059672,1.2478011508699856,1.2165093314062438,1.2061863218741837,1.2408586819340857,1.1653620821925734,1.2234699854822408,1.0846249611580683,1.0602016025667274,1.1977767625621116,1.2213561769790875,1.152906231501783,1.2159521520677752,1.0898811183420776,1.127333672115879,1.182227159460121,1.2084703955362661,1.170973335101315,1.2015365247998653,1.1118644608597577,1.0674868804866766,1.1450459111339468,1.2016790488421574,1.182780421538641,1.2359218825828266,1.192453080092478,1.25968898733091,1.662085620634151,1.728280815175783
