Code name,Type 1,Type 2,Attack,Defense,Stamina,Pre-evolution,Evolutions,Is legendary,Is mythical,Is shadow,Is mega,Base code name,Base display name,Form code name,Form display name,Mega code name,Mega display name,Display name,Fast moves,Charged moves
IRONTHORNS,Rock,Electric,250,200,225,,[],False,False,False,False,IRONTHORNS,Iron Thorns,,,,,Iron Thorns,['POUND_FAST'],['BODY_SLAM']
FRIGIBAX,Dragon,Ice,134,86,163,,[],False,False,False,False,FRIGIBAX,Frigibax,,,,,Frigibax,"['DRAGON_BREATH_FAST', 'ICE_FANG_FAST']","['DRAGON_CLAW', 'ICY_WIND', 'AVALANCHE', 'OUTRAGE']"
ARCTIBAX,Dragon,Ice,173,128,207,FRIGIBAX,[],False,False,False,False,ARCTIBAX,Arctibax,,,,,Arctibax,"['DRAGON_BREATH_FAST', 'ICE_FANG_FAST']","['DRAGON_CLAW', 'ICY_WIND', 'AVALANCHE', 'OUTRAGE']"
BAXCALIBUR,Dragon,Ice,254,168,229,ARCTIBAX,[],False,False,False,False,BAXCALIBUR,Baxcalibur,,,,,Baxcalibur,"['DRAGON_BREATH_FAST', 'ICE_FANG_FAST']","['BLIZZARD', 'DRAGON_CLAW', 'ICY_WIND', 'AVALANCHE', 'OUTRAGE']"
GIMMIGHOUL,Ghost,,140,76,128,,['GHOLDENGO'],False,False,False,False,GIMMIGHOUL,Gimmighoul,,,,,Gimmighoul,['ASTONISH_FAST'],['SHADOW_BALL']
GHOLDENGO,Steel,Ghost,252,190,202,GIMMIGHOUL,[],False,False,False,False,GHOLDENGO,Gholdengo,,,,,Gholdengo,"['ASTONISH_FAST', 'HEX_FAST']","['SHADOW_BALL', 'DAZZLING_GLEAM', 'FOCUS_BLAST']"
WOCHIEN,Dark,Grass,186,242,198,,[],True,False,False,False,WOCHIEN,Wo-Chien,,,,,Wo-Chien,"['SNARL_FAST', 'MAGICAL_LEAF_FAST']","['DARK_PULSE', 'GRASS_KNOT', 'LEAF_STORM']"
CHIENPAO,Dark,Ice,261,167,190,,[],True,False,False,False,CHIENPAO,Chien-Pao,,,,,Chien-Pao,"['POWDER_SNOW_FAST', 'SNARL_FAST']","['DARK_PULSE', 'BLIZZARD', 'AVALANCHE']"
TINGLU,Dark,Ground,194,203,321,,[],True,False,False,False,TINGLU,Ting-Lu,,,,,Ting-Lu,"['MUD_SHOT_FAST', 'SNARL_FAST']","['DARK_PULSE', 'EARTHQUAKE', 'BULLDOZE']"
CHIYU,Dark,Fire,269,221,146,,[],True,False,False,False,CHIYU,Chi-Yu,,,,,Chi-Yu,"['SNARL_FAST', 'INCINERATE_FAST']","['DARK_PULSE', 'FLAME_WHEEL', 'FLAME_CHARGE']"
ROARINGMOON,Dragon,Dark,280,196,233,,[],False,False,False,False,ROARINGMOON,Roaring Moon,,,,,Roaring Moon,['POUND_FAST'],['BODY_SLAM']
IRONVALIANT,Fairy,Fighting,279,171,179,,[],False,False,False,False,IRONVALIANT,Iron Valiant,,,,,Iron Valiant,['POUND_FAST'],['BODY_SLAM']
KORAIDON,Fighting,Dragon,263,223,205,,[],True,False,False,False,KORAIDON,Koraidon,,,,,Koraidon,"['ROCK_SMASH_FAST', 'DRAGON_TAIL_FAST']","['DRAGON_CLAW', 'CLOSE_COMBAT', 'OUTRAGE', 'GIGA_IMPACT']"
MIRAIDON,Electric,Dragon,263,223,205,,[],True,False,False,False,MIRAIDON,Miraidon,,,,,Miraidon,"['DRAGON_BREATH_FAST', 'THUNDER_SHOCK_FAST']","['HYPER_BEAM', 'THUNDER', 'DRAGON_PULSE', 'OUTRAGE']"
VENUSAUR_MEGA,Grass,Poison,241,246,190,IVYSAUR,[],False,False,False,True,VENUSAUR,Venusaur,,,,,Mega Venusaur,"['VINE_WHIP_FAST', 'RAZOR_LEAF_FAST']","['PETAL_BLIZZARD', 'SLUDGE_BOMB', 'SOLAR_BEAM', 'RETURN']"
CHARIZARD_MEGA_X,Fire,Dragon,273,213,186,CHARMELEON,[],False,False,False,True,CHARIZARD,Charizard,,,X,X,Mega Charizard X,"['AIR_SLASH_FAST', 'FIRE_SPIN_FAST', 'DRAGON_BREATH_FAST']","['DRAGON_CLAW', 'FIRE_BLAST', 'OVERHEAT', 'RETURN']"
CHARIZARD_MEGA_Y,Fire,Flying,319,212,186,CHARMELEON,[],False,False,False,True,CHARIZARD,Charizard,,,Y,Y,Mega Charizard Y,"['AIR_SLASH_FAST', 'FIRE_SPIN_FAST', 'DRAGON_BREATH_FAST']","['DRAGON_CLAW', 'FIRE_BLAST', 'OVERHEAT', 'RETURN']"
BLASTOISE_MEGA,Water,,264,237,188,WARTORTLE,[],False,False,False,True,BLASTOISE,Blastoise,,,,,Mega Blastoise,"['BITE_FAST', 'WATER_GUN_FAST']","['FLASH_CANNON', 'ICE_BEAM', 'HYDRO_PUMP', 'SKULL_BASH', 'RETURN']"
BEEDRILL_MEGA,Bug,Poison,303,148,163,KAKUNA,[],False,False,False,True,BEEDRILL,Beedrill,,,,,Mega Beedrill,"['POISON_JAB_FAST', 'INFESTATION_FAST']","['AERIAL_ACE', 'SLUDGE_BOMB', 'X_SCISSOR', 'FELL_STINGER', 'RETURN']"
PIDGEOT_MEGA,Normal,Flying,280,175,195,PIDGEOTTO,[],False,False,False,True,PIDGEOT,Pidgeot,,,,,Mega Pidgeot,"['STEEL_WING_FAST', 'AIR_SLASH_FAST', 'GUST_FAST']","['AERIAL_ACE', 'HURRICANE', 'BRAVE_BIRD', 'RETURN', 'FEATHER_DANCE']"
ALAKAZAM_MEGA,Psychic,,367,207,146,KADABRA,[],False,False,False,True,ALAKAZAM,Alakazam,,,,,Mega Alakazam,"['PSYCHO_CUT_FAST', 'CONFUSION_FAST']","['SHADOW_BALL', 'FIRE_PUNCH', 'FOCUS_BLAST', 'FUTURESIGHT', 'RETURN']"
SLOWBRO_MEGA,Water,Psychic,224,259,216,SLOWPOKE,[],False,False,False,True,SLOWBRO,Slowbro,,,,,Mega Slowbro,"['WATER_GUN_FAST', 'CONFUSION_FAST']","['ICE_BEAM', 'WATER_PULSE', 'SCALD', 'PSYCHIC', 'RETURN', 'SURF']"
GENGAR_MEGA,Ghost,Poison,349,199,155,HAUNTER,[],False,False,False,True,GENGAR,Gengar,,,,,Mega Gengar,"['SUCKER_PUNCH_FAST', 'SHADOW_CLAW_FAST', 'HEX_FAST']","['SHADOW_BALL', 'SLUDGE_BOMB', 'FOCUS_BLAST', 'RETURN']"
KANGASKHAN_MEGA,Normal,,246,210,233,,[],False,False,False,True,KANGASKHAN,Kangaskhan,,,,,Mega Kangaskhan,"['LOW_KICK_FAST', 'MUD_SLAP_FAST']","['EARTHQUAKE', 'OUTRAGE', 'CRUNCH', 'POWER_UP_PUNCH']"
PINSIR_MEGA,Bug,Flying,305,231,163,,[],False,False,False,True,PINSIR,Pinsir,,,,,Mega Pinsir,"['FURY_CUTTER_FAST', 'BUG_BITE_FAST', 'ROCK_SMASH_FAST']","['VICE_GRIP', 'X_SCISSOR', 'CLOSE_COMBAT', 'SUPER_POWER', 'RETURN']"
GYARADOS_MEGA,Water,Dark,292,247,216,MAGIKARP,[],False,False,False,True,GYARADOS,Gyarados,,,,,Mega Gyarados,"['BITE_FAST', 'DRAGON_BREATH_FAST', 'WATERFALL_FAST']","['TWISTER', 'HYDRO_PUMP', 'OUTRAGE', 'CRUNCH', 'RETURN']"
AERODACTYL_MEGA,Rock,Flying,292,210,190,,[],False,False,False,True,AERODACTYL,Aerodactyl,,,,,Mega Aerodactyl,"['BITE_FAST', 'ROCK_THROW_FAST', 'STEEL_WING_FAST']","['HYPER_BEAM', 'ANCIENT_POWER', 'ROCK_SLIDE', 'IRON_HEAD', 'EARTH_POWER', 'RETURN']"
MEWTWO_MEGA_X,Psychic,Fighting,412,222,235,,[],True,False,False,True,MEWTWO,Mewtwo,,,X,X,Mega Mewtwo X,"['PSYCHO_CUT_FAST', 'CONFUSION_FAST']","['FLAMETHROWER', 'ICE_BEAM', 'THUNDERBOLT', 'PSYCHIC', 'FOCUS_BLAST']"
MEWTWO_MEGA_Y,Psychic,,426,229,235,,[],True,False,False,True,MEWTWO,Mewtwo,,,Y,Y,Mega Mewtwo Y,"['PSYCHO_CUT_FAST', 'CONFUSION_FAST']","['FLAMETHROWER', 'ICE_BEAM', 'THUNDERBOLT', 'PSYCHIC', 'FOCUS_BLAST']"
AMPHAROS_MEGA,Electric,Dragon,294,203,207,FLAAFFY,[],False,False,False,True,AMPHAROS,Ampharos,,,,,Mega Ampharos,"['CHARGE_BEAM_FAST', 'VOLT_SWITCH_FAST']","['POWER_GEM', 'THUNDER_PUNCH', 'THUNDER', 'FOCUS_BLAST', 'ZAP_CANNON', 'RETURN', 'BRUTAL_SWING', 'TRAILBLAZE']"
STEELIX_MEGA,Steel,Ground,212,327,181,ONIX,[],False,False,False,True,STEELIX,Steelix,,,,,Mega Steelix,"['DRAGON_TAIL_FAST', 'IRON_TAIL_FAST', 'THUNDER_FANG_FAST']","['EARTHQUAKE', 'HEAVY_SLAM', 'CRUNCH', 'RETURN', 'PSYCHIC_FANGS', 'BREAKING_SWIPE']"
SCIZOR_MEGA,Bug,Steel,279,250,172,SCYTHER,[],False,False,False,True,SCIZOR,Scizor,,,,,Mega Scizor,"['FURY_CUTTER_FAST', 'BULLET_PUNCH_FAST']","['NIGHT_SLASH', 'IRON_HEAD', 'X_SCISSOR', 'RETURN', 'TRAILBLAZE']"
HERACROSS_MEGA,Bug,Fighting,334,223,190,,[],True,False,False,True,HERACROSS,Heracross,,,,,Mega Heracross,"['COUNTER_FAST', 'STRUGGLE_BUG_FAST']","['MEGAHORN', 'EARTHQUAKE', 'CLOSE_COMBAT']"
HOUNDOOM_MEGA,Dark,Fire,289,194,181,HOUNDOUR,[],False,False,False,True,HOUNDOOM,Houndoom,,,,,Mega Houndoom,"['FIRE_FANG_FAST', 'SNARL_FAST']","['FLAMETHROWER', 'FIRE_BLAST', 'CRUNCH', 'FOUL_PLAY', 'RETURN']"
TYRANITAR_MEGA,Rock,Dark,309,276,225,PUPITAR,[],False,False,False,True,TYRANITAR,Tyranitar,,,,,Mega Tyranitar,"['BITE_FAST', 'IRON_TAIL_FAST']","['STONE_EDGE', 'FIRE_BLAST', 'CRUNCH', 'RETURN', 'BRUTAL_SWING']"
SCEPTILE_MEGA,Grass,Dragon,320,186,172,GROVYLE,[],False,False,False,True,SCEPTILE,Sceptile,,,,,Mega Sceptile,"['FURY_CUTTER_FAST', 'BULLET_SEED_FAST']","['EARTHQUAKE', 'AERIAL_ACE', 'DRAGON_CLAW', 'LEAF_BLADE', 'RETURN', 'BREAKING_SWIPE']"
BLAZIKEN_MEGA,Fire,Fighting,329,168,190,COMBUSKEN,[],False,False,False,True,BLAZIKEN,Blaziken,,,,,Mega Blaziken,"['COUNTER_FAST', 'FIRE_SPIN_FAST']","['FOCUS_BLAST', 'BRAVE_BIRD', 'OVERHEAT', 'BLAZE_KICK', 'RETURN']"
SWAMPERT_MEGA,Water,Ground,283,218,225,MARSHTOMP,[],False,False,False,True,SWAMPERT,Swampert,,,,,Mega Swampert,"['MUD_SHOT_FAST', 'WATER_GUN_FAST']","['EARTHQUAKE', 'SLUDGE_WAVE', 'SURF', 'MUDDY_WATER', 'RETURN']"
GARDEVOIR_MEGA,Psychic,Fairy,326,229,169,KIRLIA,[],False,False,False,True,GARDEVOIR,Gardevoir,,,,,Mega Gardevoir,"['CONFUSION_FAST', 'CHARGE_BEAM_FAST', 'CHARM_FAST', 'MAGICAL_LEAF_FAST']","['SHADOW_BALL', 'DAZZLING_GLEAM', 'PSYCHIC', 'RETURN', 'TRIPLE_AXEL']"
SABLEYE_MEGA,Dark,Ghost,151,216,137,,[],False,False,False,True,SABLEYE,Sableye,,,,,Mega Sableye,"['SHADOW_CLAW_FAST', 'FEINT_ATTACK_FAST']","['POWER_GEM', 'SHADOW_SNEAK', 'FOUL_PLAY', 'RETURN']"
MAWILE_MEGA,Steel,Fairy,188,217,137,,[],True,False,False,True,MAWILE,Mawile,,,,,Mega Mawile,"['BITE_FAST', 'FIRE_FANG_FAST', 'ASTONISH_FAST', 'ICE_FANG_FAST']","['VICE_GRIP', 'IRON_HEAD', 'PLAY_ROUGH', 'POWER_UP_PUNCH']"
AGGRON_MEGA,Steel,,247,331,172,LAIRON,[],False,False,False,True,AGGRON,Aggron,,,,,Mega Aggron,"['DRAGON_TAIL_FAST', 'IRON_TAIL_FAST', 'SMACK_DOWN_FAST']","['STONE_EDGE', 'ROCK_TOMB', 'THUNDER', 'HEAVY_SLAM', 'RETURN', 'METEOR_BEAM']"
MEDICHAM_MEGA,Fighting,Psychic,205,179,155,MEDITITE,[],False,False,False,True,MEDICHAM,Medicham,,,,,Mega Medicham,"['PSYCHO_CUT_FAST', 'COUNTER_FAST']","['ICE_PUNCH', 'PSYCHIC', 'DYNAMIC_PUNCH', 'POWER_UP_PUNCH']"
MANECTRIC_MEGA,Electric,,286,179,172,ELECTRIKE,[],False,False,False,True,MANECTRIC,Manectric,,,,,Mega Manectric,"['CHARGE_BEAM_FAST', 'SNARL_FAST', 'THUNDER_FANG_FAST']","['THUNDER', 'FLAME_BURST', 'WILD_CHARGE', 'OVERHEAT', 'RETURN', 'PSYCHIC_FANGS']"
SHARPEDO_MEGA,Water,Dark,289,144,172,,[],True,False,False,True,SHARPEDO,Sharpedo,,,,,Mega Sharpedo,"['BITE_FAST', 'WATERFALL_FAST']","['POISON_FANG', 'HYDRO_PUMP', 'CRUNCH']"
CAMERUPT_MEGA,Fire,Ground,253,183,172,,[],True,False,False,True,CAMERUPT,Camerupt,,,,,Mega Camerupt,"['EMBER_FAST', 'ROCK_SMASH_FAST']","['EARTHQUAKE', 'SOLAR_BEAM', 'OVERHEAT', 'EARTH_POWER']"
ALTARIA_MEGA,Dragon,Fairy,222,218,181,SWABLU,[],False,False,False,True,ALTARIA,Altaria,,,,,Mega Altaria,"['DRAGON_BREATH_FAST', 'PECK_FAST']","['DRAGON_PULSE', 'DAZZLING_GLEAM', 'SKY_ATTACK', 'MOONBLAST']"
BANETTE_MEGA,Ghost,,312,160,162,SHUPPET,[],False,False,False,True,BANETTE,Banette,,,,,Mega Banette,"['SHADOW_CLAW_FAST', 'HEX_FAST']","['SHADOW_BALL', 'THUNDER', 'DAZZLING_GLEAM', 'RETURN']"
ABSOL_MEGA,Dark,,314,130,163,,[],False,False,False,True,ABSOL,Absol,,,,,Mega Absol,"['PSYCHO_CUT_FAST', 'SNARL_FAST']","['DARK_PULSE', 'MEGAHORN', 'THUNDER', 'RETURN', 'PAYBACK']"
GLALIE_MEGA,Ice,,252,168,190,SNORUNT,[],False,False,False,True,GLALIE,Glalie,,,,,Mega Glalie,"['ICE_SHARD_FAST', 'FROST_BREATH_FAST']","['SHADOW_BALL', 'AVALANCHE', 'GYRO_BALL', 'RETURN']"
SALAMENCE_MEGA,Dragon,Flying,310,251,216,SHELGON,[],False,False,False,True,SALAMENCE,Salamence,,,,,Mega Salamence,"['BITE_FAST', 'FIRE_FANG_FAST', 'DRAGON_TAIL_FAST']","['FIRE_BLAST', 'HYDRO_PUMP', 'DRACO_METEOR', 'RETURN']"
METAGROSS_MEGA,Steel,Psychic,300,289,190,,[],True,False,False,True,METAGROSS,Metagross,,,,,Mega Metagross,"['BULLET_PUNCH_FAST', 'ZEN_HEADBUTT_FAST']","['EARTHQUAKE', 'FLASH_CANNON', 'PSYCHIC']"
LATIAS_MEGA,Dragon,Psychic,289,297,190,,[],True,False,False,True,LATIAS,Latias,,,,,Mega Latias,"['DRAGON_BREATH_FAST', 'ZEN_HEADBUTT_FAST', 'CHARM_FAST']","['THUNDER', 'PSYCHIC', 'OUTRAGE', 'RETURN', 'MIST_BALL']"
LATIOS_MEGA,Dragon,Psychic,335,241,190,,[],True,False,False,True,LATIOS,Latios,,,,,Mega Latios,"['DRAGON_BREATH_FAST', 'ZEN_HEADBUTT_FAST']","['DRAGON_CLAW', 'PSYCHIC', 'SOLAR_BEAM', 'RETURN', 'LUSTER_PURGE']"
RAYQUAZA_MEGA,Dragon,Flying,377,210,227,,[],True,False,False,True,RAYQUAZA,Rayquaza,,,,,Mega Rayquaza,"['DRAGON_TAIL_FAST', 'AIR_SLASH_FAST']","['AERIAL_ACE', 'ANCIENT_POWER', 'OUTRAGE', 'RETURN', 'DRAGON_ASCENT', 'BREAKING_SWIPE']"
LOPUNNY_MEGA,Normal,Fighting,282,214,163,BUNEARY,[],False,False,False,True,LOPUNNY,Lopunny,,,,,Mega Lopunny,"['LOW_KICK_FAST', 'POUND_FAST', 'DOUBLE_KICK_FAST']","['HYPER_BEAM', 'FIRE_PUNCH', 'FOCUS_BLAST', 'TRIPLE_AXEL']"
GARCHOMP_MEGA,Dragon,Ground,339,222,239,GABITE,[],False,False,False,True,GARCHOMP,Garchomp,,,,,Mega Garchomp,"['MUD_SHOT_FAST', 'DRAGON_TAIL_FAST']","['EARTHQUAKE', 'FIRE_BLAST', 'SAND_TOMB', 'OUTRAGE', 'RETURN', 'EARTH_POWER']"
LUCARIO_MEGA,Fighting,Steel,310,175,172,,[],True,False,False,True,LUCARIO,Lucario,,,,,Mega Lucario,"['BULLET_PUNCH_FAST', 'COUNTER_FAST']","['FLASH_CANNON', 'SHADOW_BALL', 'CLOSE_COMBAT', 'POWER_UP_PUNCH', 'AURA_SPHERE']"
ABOMASNOW_MEGA,Grass,Ice,240,191,207,SNOVER,[],False,False,False,True,ABOMASNOW,Abomasnow,,,,,Mega Abomasnow,"['RAZOR_LEAF_FAST', 'POWDER_SNOW_FAST', 'LEAFAGE_FAST']","['BLIZZARD', 'ICY_WIND', 'ENERGY_BALL', 'OUTRAGE', 'WEATHER_BALL_ICE', 'RETURN']"
GALLADE_MEGA,Psychic,Fighting,326,230,169,,[],True,False,False,True,GALLADE,Gallade,,,,,Mega Gallade,"['LOW_KICK_FAST', 'CONFUSION_FAST', 'CHARM_FAST']","['PSYCHIC', 'LEAF_BLADE', 'CLOSE_COMBAT']"
AUDINO_MEGA,Normal,Fairy,147,239,230,,[],True,False,False,True,AUDINO,Audino,,,,,Mega Audino,"['POUND_FAST', 'ZEN_HEADBUTT_FAST']","['HYPER_BEAM', 'DISARMING_VOICE', 'DAZZLING_GLEAM']"
DIANCIE_MEGA,Rock,Fairy,342,235,137,,[],False,True,False,True,DIANCIE,Diancie,,,,,Mega Diancie,"['TACKLE_FAST', 'ROCK_THROW_FAST']","['ROCK_SLIDE', 'POWER_GEM', 'MOONBLAST']"
NIDORAN_FEMALE_SHADOW_FORM,Poison,,86,89,146,,['NIDORINA_SHADOW_FORM'],False,False,True,False,NIDORAN_FEMALE,Nidoran♀,,,,,Shadow Nidoran♀,"['BITE_FAST', 'POISON_STING_FAST']","['POISON_FANG', 'SLUDGE_BOMB', 'BODY_SLAM', 'FRUSTRATION']"
NIDORAN_MALE_SHADOW_FORM,Poison,,105,76,130,,['NIDORINO_SHADOW_FORM'],False,False,True,False,NIDORAN_MALE,Nidoran♂,,,,,Shadow Nidoran♂,"['PECK_FAST', 'POISON_STING_FAST']","['SLUDGE_BOMB', 'HORN_ATTACK', 'BODY_SLAM', 'FRUSTRATION']"
CASTFORM_NORMAL_FORM,Normal,,139,139,172,,[],False,False,False,False,CASTFORM,Castform,NORMAL,Normal,,,Castform (Normal),"['TACKLE_FAST', 'HEX_FAST']","['HURRICANE', 'ENERGY_BALL', 'WEATHER_BALL_ROCK', 'WEATHER_BALL_NORMAL']"
CASTFORM_SUNNY_FORM,Fire,,139,139,172,,[],False,False,False,False,CASTFORM,Castform,SUNNY,Sunny,,,Castform (Sunny),"['EMBER_FAST', 'TACKLE_FAST']","['FIRE_BLAST', 'SOLAR_BEAM', 'WEATHER_BALL_FIRE']"
CASTFORM_RAINY_FORM,Water,,139,139,172,,[],False,False,False,False,CASTFORM,Castform,RAINY,Rainy,,,Castform (Rainy),"['TACKLE_FAST', 'WATER_GUN_FAST']","['THUNDER', 'HYDRO_PUMP', 'WEATHER_BALL_WATER']"
CASTFORM_SNOWY_FORM,Ice,,139,139,172,,[],False,False,False,False,CASTFORM,Castform,SNOWY,Snowy,,,Castform (Snowy),"['TACKLE_FAST', 'POWDER_SNOW_FAST']","['ICE_BEAM', 'BLIZZARD', 'WEATHER_BALL_ICE']"
DEOXYS_NORMAL_FORM,Psychic,,345,115,137,,[],False,True,False,False,DEOXYS,Deoxys,NORMAL,Normal,,,Deoxys (Normal),"['ZEN_HEADBUTT_FAST', 'CHARGE_BEAM_FAST']","['HYPER_BEAM', 'THUNDERBOLT', 'PSYCHO_BOOST']"
DEOXYS_ATTACK_FORM,Psychic,,414,46,137,,[],False,True,False,False,DEOXYS,Deoxys,ATTACK,Attack,,,Deoxys (Attack),"['POISON_JAB_FAST', 'ZEN_HEADBUTT_FAST']","['DARK_PULSE', 'ZAP_CANNON', 'PSYCHO_BOOST']"
DEOXYS_DEFENSE_FORM,Psychic,,144,330,137,,[],False,True,False,False,DEOXYS,Deoxys,DEFENSE,Defense,,,Deoxys (Defense),"['ZEN_HEADBUTT_FAST', 'COUNTER_FAST']","['ROCK_SLIDE', 'THUNDERBOLT', 'PSYCHO_BOOST']"
DEOXYS_SPEED_FORM,Psychic,,230,218,137,,[],False,True,False,False,DEOXYS,Deoxys,SPEED,Speed,,,Deoxys (Speed),"['ZEN_HEADBUTT_FAST', 'CHARGE_BEAM_FAST']","['THUNDERBOLT', 'SWIFT', 'PSYCHO_BOOST']"
EXEGGUTOR_ALOLA_FORM,Grass,Dragon,230,153,216,EXEGGCUTE,[],False,False,False,False,EXEGGUTOR,Exeggutor,ALOLA,Alola,,,Exeggutor (Alola),"['DRAGON_TAIL_FAST', 'BULLET_SEED_FAST']","['SEED_BOMB', 'DRAGON_PULSE', 'SOLAR_BEAM', 'RETURN', 'DRACO_METEOR']"
RATTATA_ALOLA_FORM,Dark,Normal,103,70,102,,['RATICATE_ALOLA_FORM'],False,False,False,False,RATTATA,Rattata,ALOLA,Alola,,,Rattata (Alola),"['QUICK_ATTACK_FAST', 'TACKLE_FAST']","['SHADOW_BALL', 'HYPER_FANG', 'CRUNCH', 'RETURN']"
RATICATE_ALOLA_FORM,Dark,Normal,135,154,181,RATTATA,[],False,False,False,False,RATICATE,Raticate,ALOLA,Alola,,,Raticate (Alola),"['BITE_FAST', 'QUICK_ATTACK_FAST']","['HYPER_BEAM', 'HYPER_FANG', 'CRUNCH', 'RETURN']"
RAICHU_ALOLA_FORM,Electric,Psychic,201,154,155,PIKACHU,[],False,False,False,False,RAICHU,Raichu,ALOLA,Alola,,,Raichu (Alola),"['THUNDER_SHOCK_FAST', 'SPARK_FAST', 'VOLT_SWITCH_FAST']","['THUNDER_PUNCH', 'PSYCHIC', 'WILD_CHARGE', 'GRASS_KNOT', 'TRAILBLAZE']"
SANDSHREW_ALOLA_FORM,Ice,Steel,125,129,137,,['SANDSLASH_ALOLA_FORM'],False,False,False,False,SANDSHREW,Sandshrew,ALOLA,Alola,,,Sandshrew (Alola),"['METAL_CLAW_FAST', 'POWDER_SNOW_FAST']","['BLIZZARD', 'NIGHT_SLASH', 'GYRO_BALL', 'RETURN']"
SANDSLASH_ALOLA_FORM,Ice,Steel,177,195,181,SANDSHREW,[],False,False,False,False,SANDSLASH,Sandslash,ALOLA,Alola,,,Sandslash (Alola),"['METAL_CLAW_FAST', 'POWDER_SNOW_FAST', 'SHADOW_CLAW_FAST']","['ICE_PUNCH', 'BLIZZARD', 'AERIAL_ACE', 'DRILL_RUN', 'BULLDOZE', 'GYRO_BALL', 'RETURN', 'NIGHT_SLASH']"
VULPIX_ALOLA_FORM,Ice,,96,109,116,,['NINETALES_ALOLA_FORM'],False,False,False,False,VULPIX,Vulpix,ALOLA,Alola,,,Vulpix (Alola),"['ZEN_HEADBUTT_FAST', 'POWDER_SNOW_FAST']","['DARK_PULSE', 'ICE_BEAM', 'BLIZZARD', 'WEATHER_BALL_ICE', 'RETURN']"
NINETALES_ALOLA_FORM,Ice,Fairy,170,193,177,VULPIX,[],False,False,False,False,NINETALES,Ninetales,ALOLA,Alola,,,Ninetales (Alola),"['FEINT_ATTACK_FAST', 'POWDER_SNOW_FAST', 'CHARM_FAST']","['ICE_BEAM', 'BLIZZARD', 'PSYSHOCK', 'DAZZLING_GLEAM', 'WEATHER_BALL_ICE', 'RETURN']"
DIGLETT_ALOLA_FORM,Ground,Steel,108,81,67,,['DUGTRIO_ALOLA_FORM'],False,False,False,False,DIGLETT,Diglett,ALOLA,Alola,,,Diglett (Alola),"['METAL_CLAW_FAST', 'MUD_SLAP_FAST', 'SAND_ATTACK_FAST']","['DIG', 'ROCK_TOMB', 'MUD_BOMB', 'RETURN']"
DUGTRIO_ALOLA_FORM,Ground,Steel,201,142,111,DIGLETT,[],False,False,False,False,DUGTRIO,Dugtrio,ALOLA,Alola,,,Dugtrio (Alola),"['METAL_CLAW_FAST', 'MUD_SLAP_FAST', 'SAND_ATTACK_FAST']","['EARTHQUAKE', 'IRON_HEAD', 'MUD_BOMB', 'RETURN']"
MEOWTH_ALOLA_FORM,Dark,,99,78,120,,['PERSIAN_ALOLA_FORM'],False,False,False,False,MEOWTH,Meowth,ALOLA,Alola,,,Meowth (Alola),"['BITE_FAST', 'SCRATCH_FAST']","['DARK_PULSE', 'NIGHT_SLASH', 'FOUL_PLAY', 'RETURN', 'TRAILBLAZE']"
PERSIAN_ALOLA_FORM,Dark,,158,136,163,MEOWTH,[],False,False,False,False,PERSIAN,Persian,ALOLA,Alola,,,Persian (Alola),"['SCRATCH_FAST', 'FEINT_ATTACK_FAST']","['DARK_PULSE', 'PLAY_ROUGH', 'FOUL_PLAY', 'RETURN', 'PAYBACK', 'TRAILBLAZE']"
GEODUDE_ALOLA_FORM,Rock,Electric,132,132,120,,['GRAVELER_ALOLA_FORM'],False,False,False,False,GEODUDE,Geodude,ALOLA,Alola,,,Geodude (Alola),"['ROCK_THROW_FAST', 'VOLT_SWITCH_FAST']","['ROCK_TOMB', 'ROCK_SLIDE', 'THUNDERBOLT', 'RETURN']"
GRAVELER_ALOLA_FORM,Rock,Electric,164,164,146,GEODUDE,['GOLEM_ALOLA_FORM'],False,False,False,False,GRAVELER,Graveler,ALOLA,Alola,,,Graveler (Alola),"['ROCK_THROW_FAST', 'VOLT_SWITCH_FAST']","['STONE_EDGE', 'THUNDERBOLT', 'ROCK_BLAST', 'RETURN']"
GOLEM_ALOLA_FORM,Rock,Electric,211,198,190,GRAVELER,[],False,False,False,False,GOLEM,Golem,ALOLA,Alola,,,Golem (Alola),"['ROCK_THROW_FAST', 'VOLT_SWITCH_FAST', 'ROLLOUT_FAST']","['STONE_EDGE', 'WILD_CHARGE', 'ROCK_BLAST', 'RETURN']"
GRIMER_ALOLA_FORM,Poison,Dark,135,90,190,,['MUK_ALOLA_FORM'],False,False,False,False,GRIMER,Grimer,ALOLA,Alola,,,Grimer (Alola),"['BITE_FAST', 'POISON_JAB_FAST']","['SLUDGE_BOMB', 'GUNK_SHOT', 'CRUNCH', 'RETURN']"
MUK_ALOLA_FORM,Poison,Dark,190,172,233,GRIMER,[],False,False,False,False,MUK,Muk,ALOLA,Alola,,,Muk (Alola),"['BITE_FAST', 'POISON_JAB_FAST', 'SNARL_FAST']","['DARK_PULSE', 'SLUDGE_WAVE', 'GUNK_SHOT', 'ACID_SPRAY', 'RETURN']"
MAROWAK_ALOLA_FORM,Fire,Ghost,144,186,155,CUBONE,[],False,False,False,False,MAROWAK,Marowak,ALOLA,Alola,,,Marowak (Alola),"['ROCK_SMASH_FAST', 'HEX_FAST', 'FIRE_SPIN_FAST']","['FLAME_WHEEL', 'SHADOW_BALL', 'BONE_CLUB', 'FIRE_BLAST', 'RETURN', 'SHADOW_BONE']"
