Attacker,Fast Move,Charged Move,Level,"Arceus (Psychic), Tier 5","Arceus (Psychic), Tier 5","Azelf, Tier 5","Azelf, Tier 5","Cresselia, Tier 5","Cresselia, Tier 5","Deoxys, Tier 5","Deoxys, Tier 5","Deoxys (Attack), Tier 5","Deoxys (Attack), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Speed), Tier 5","Deoxys (Speed), Tier 5","Latias, Tier 5","Latias, Tier 5","Latios, Tier 5","Latios, Tier 5","Mesprit, Tier 5","Mesprit, Tier 5","Mewtwo, Tier 5","Mewtwo, Tier 5","Mewtwo (Armored), Tier 5","Mewtwo (Armored), Tier 5","Uxie, Tier 5","Uxie, Tier 5","Mega Alakazam, Mega Tier","Mega Alakazam, Mega Tier","Mega Latias, Mega Tier","Mega Latias, Mega Tier","Mega Latios, Mega Tier","Mega Latios, Mega Tier","Mega Mewtwo Y, Mega Tier","Mega Mewtwo Y, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Raichu (Alola), Tier 3","Raichu (Alola), Tier 3","Alakazam, Tier 3","Alakazam, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Espeon, Tier 3","Espeon, Tier 3","Gothorita, Tier 3","Gothorita, Tier 3","Grumpig, Tier 3","Grumpig, Tier 3","Hypno, Tier 3","Hypno, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Kadabra, Tier 3","Kadabra, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Wobbuffet, Tier 3","Wobbuffet, Tier 3"
Scizor,Bullet Punch,X-Scissor,40,1.6043317622658582,,1.8977256682384793,,1.8876273677357858,,1.8072450899156232,,1.7628730778151909,,1.9144352412390222,,1.8730833686982589,,1.8717883893881295,,1.8251703696423744,,1.6912813848575248,,1.8992071607472008,,1.8215585917978228,,1.894998130436285,,1.7027871967729102,,1.782976399497671,,1.5609545428857485,,1.9326086813807684,,2.0268743239725215,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scizor,Fury Cutter,Night Slash,40,1.6696819776787521,,2.0000341612130645,,2.0809569351095534,,1.9360566215948658,,1.8789548109478218,,1.9977014994457776,,2.014506059565502,,1.9164553144426382,,1.9637089208694158,,1.8135270145505693,,1.979294636469761,,2.0347979579356066,,2.093213531973593,,1.8434252872296852,,1.9019262746873975,,1.6071541004679537,,2.037229612673588,,2.048177731032465,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scizor,Bullet Punch,Night Slash,40,1.9504422698726536,,2.2494994997272353,,2.251701110114252,,2.205417426145292,,2.1011736251266897,,2.268460885700249,,2.2524077537914997,,2.2303776870404537,,2.1997856838127063,,2.027259748446226,,2.2732163832324925,,2.1858153869009005,,2.268174099332613,,2.055962135997478,,2.150439732629836,,1.8720841055659274,,2.2955161592323297,,2.4249220064045085,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bisharp,Snarl,Dark Pulse,40,1.3315456205247023,,1.5069735426304987,,1.530302752452674,,1.5150627853696017,,1.3851032988072751,,1.5879035774754255,,1.5446489282388718,,1.57633765452348,,1.5175075887362828,,1.3752731016882878,,1.5744683855461095,,1.5827813287680885,,1.5722746114019643,,1.3542718707759824,,1.467563363806471,,1.2777817524786388,,1.515422959527445,,1.5140286045275408,,1.5840270278949518,,1.576032935744517,,1.5548464294018336,,1.428651920417925,,1.5128158881177296,,1.4566577801032303,,1.6287248568775985,,1.6021295405594933,,1.5187158704207444,,1.527937546706328,,1.5298862449118047,,1.6252755187030206,,1.6017532847442748,
Bisharp,Snarl,X-Scissor,40,1.5049255782344064,,1.7192134492695834,,1.7468442979697902,,1.699114128365837,,1.587465968154101,,1.782650482559249,,1.762564588446483,,1.7820382771601109,,1.7095136731270508,,1.5472992353466548,,1.771984656748608,,1.7850127012245274,,1.7855229170676206,,1.5230878952293818,,1.6470878200548833,,1.4373490435904044,,1.6916693978112067,,1.7235655177024953,,1.8053562270959436,,1.7700106878714035,,1.7653866148898796,,1.6244833236683758,,1.7023954317429313,,1.6548569575976313,,1.835326411502859,,1.8212815753449567,,1.7259167711989025,,1.746250866917069,,1.7354314789687924,,1.8504448188904374,,1.8493630535626908,
Bisharp,Metal Claw,Dark Pulse,40,1.5407250972307074,,1.7901524283127292,,1.8548902293879987,,1.773534022710401,,1.6906472255662497,,1.9433293543004009,,1.8409122828924038,,1.8794629151835043,,1.812576976254347,,1.6460664883751728,,1.8630148650193965,,1.823574541068577,,1.865687869147141,,1.6314403355041036,,1.7092098005577516,,1.4731175725751686,,1.7213303390899388,,2.0549547212739596,,2.1172128177803944,,1.827729468599034,,1.8182676488475418,,1.7500391002797104,,1.831500231980568,,1.748645920823358,,1.9250846760908542,,1.6464956312505628,,1.819291683501446,,1.995434295089891,,1.9938948439620081,,2.1047610663920717,,1.9728325954851205,
Bisharp,Metal Claw,X-Scissor,40,1.778782138072006,,2.122414466937721,,2.167690478786479,,2.0354773389816443,,1.9519148110008766,,2.2376737274200034,,2.1472261946243627,,2.1720467061082753,,2.078457258495029,,1.8958606225808414,,2.144923303355077,,2.0951382420580416,,2.143904768651866,,1.8899039161348048,,1.9524174378517818,,1.6901407741077012,,1.963037617902695,,2.471043049050491,,2.538707941793529,,2.0846475995040827,,2.097250342236238,,2.0434550785570744,,2.1297754277796828,,2.024353340685235,,2.1882936178282812,,1.8341432507883344,,2.1363808493028835,,2.3695160833119107,,2.3565595318860244,,2.469049021773234,,2.306097270430881,
Hydreigon,Bite,Dark Pulse,40,1.2989813003649782,1.4966014753921826,1.2900564199034708,1.4000359404857678,1.4564249808296843,1.4972569112404535,1.3418432343379705,1.4656326701081042,1.1548289865029877,1.3735251275946299,1.5340407891477967,1.6367866939260118,1.4155287878928497,1.51039034360114,1.452248969107436,1.506639496949991,1.4224428918278413,1.4905021280103712,1.3228237171621569,1.4791640737118836,1.421558698376214,1.4704408213823226,1.4482664337802476,1.505594863269643,1.391659940934527,1.445634406261417,1.246884433356915,1.410283680248974,1.3863676413049257,1.4975036546755496,1.2174799282504916,1.4512608905961242,1.2869320024659952,1.3651433398914083,1.4106311233685838,1.45888973951143,1.4747994057283267,1.561383032474733,1.3496503783506477,1.4556722958164212,1.4629910221640703,1.5720570419123119,1.3919714535547683,1.4385000974189857,1.4119118560858213,1.494092753256702,1.3762666086289486,1.4979537335141417,1.4413216369378323,1.5072724982309058,1.4932660989772968,1.5052121204366582,1.4511008869188282,1.5385254853146422,1.4764083084959778,1.5509695280121523,1.4485537652645861,1.5449606042792565,1.46957515784931,1.5524627952397356,1.5967193429566988,1.602788202066418
Hydreigon,Dragon Breath,Dark Pulse,40,1.4732130501303744,1.714365352024296,1.5342449710389217,1.6853855181509683,1.7950924988902444,1.8841781880499826,1.5734513011717803,1.7508318749772065,1.3634402020199676,1.6532950082178801,1.6765475392929503,1.8018227722537237,1.6983201730814286,1.841079690563054,1.452248969107436,1.506639496949991,1.4224428918278413,1.4905021280103712,1.5775228549736149,1.7911953646627699,1.6597603529684026,1.730998801547532,1.676707051353289,1.7663227474920558,1.7438063583697867,1.8326603331270845,1.4992523573734555,1.6877933481585616,1.3863676413049257,1.4975036546755496,1.2174799282504916,1.4512608905961242,1.5380234311772465,1.6477353986977437,1.7297409412910592,1.8265988642939106,1.696540914887585,1.7949566851253242,1.6434334060108589,1.7970134931658917,1.6681629500851711,1.806500228872552,1.6252210350031024,1.6982551540527608,1.6977659064902744,1.8144850440104934,1.626604927380094,1.8002137823460551,1.720588724729528,1.8104727947983965,1.7650069638090575,1.7953125402971954,1.6602011814883197,1.777180819775942,1.7365730418137588,1.8427899873508928,1.7079769335142467,1.8405995083380668,1.7213764898447048,1.8390900970117816,1.9196654231475045,1.9218390200814424
Shadow Absol,Snarl,Dark Pulse,40,1.2788520350224215,1.3589033255339382,1.2806226749111862,1.299298865064007,1.413646573730917,1.3439640507508093,1.3960136008305541,1.4258860169167646,1.1560419386078018,1.3110331615619706,1.3784941390468999,1.4033277999239195,1.317833737323116,1.340905971372561,1.5243730178983779,1.4037781323488945,1.425952417115811,1.3897162363887505,1.2414894683118358,1.335306634462072,1.358989901610933,1.38752920926267,1.4600198777895532,1.3940327795450191,1.3418282981874015,1.3366045915457616,1.1545149725064519,1.3495103240627466,1.5185068833174036,1.458104855449891,1.2086509700131491,1.3844153416861782,1.5462708526271347,1.441784851961719,1.3295871116976405,1.3578545312380712,1.3560232657241933,1.3558851023184832,1.3020592022572783,1.3074285884050711,1.282971849622162,1.2923249656277174,1.2426919208766574,1.2157215935392254,1.214296450202889,1.2753749186270467,1.2029440303376484,1.2652140062901291,1.3113089722028992,1.3033291077544156,1.36740953257928,1.3964619437537624,1.4299175467732819,1.3236450476594168,1.3303882462201342,1.2982228801117015,1.2985604816824967,1.2892947299258473,1.4422249424893006,1.448003214187242,1.3011877664194875,1.2890597943189026
Shadow Absol,Snarl,Payback,40,1.3195155542722528,1.366485055481081,1.3763645147039172,1.3257770936829218,1.447874780914239,1.3397027922917861,1.486786393419743,1.441096617196629,1.2452822962445556,1.3296087092813547,1.417478308180161,1.4088441373364344,1.3334871672427704,1.3488282504385003,1.61702709058085,1.4257990550161437,1.4942531097624987,1.4171978440264297,1.3100863987775253,1.3509554004080226,1.3782485605518648,1.3968389810741029,1.4496760125822092,1.4085851409191092,1.366246035743124,1.3533098155408407,1.190457745890393,1.359391133819229,1.6031036409481247,1.502051606272209,1.253087817740596,1.3989614910127544,1.6420007320492647,1.441738243136338,1.3770453906365958,1.3751669915634526,1.396535418209529,1.363914850569467,1.331896130990552,1.3292698590482914,1.2948013269381524,1.289637462289849,1.2846377369472797,1.2350571372156216,1.217405345797394,1.284674084549878,1.2254867558407652,1.2786922006315122,1.3241087044270907,1.3074216399564376,1.414481146050818,1.4104414343432368,1.5085526063370809,1.3659415702542348,1.3488970995320224,1.3161393046996366,1.3133185888738128,1.299165350056585,1.4697430338911344,1.460795865461863,1.2774931617696714,1.2738042351131489
Shadow Absol,Snarl,Megahorn,40,1.4116943584181807,1.4335708357586832,1.453690170537956,1.3971795658337804,1.5595179744506085,1.400503725246855,1.5855218759983736,1.5077367395336825,1.3345387859005822,1.3983571347018504,1.4906567028433844,1.4714172392495473,1.4182843553726423,1.4112923270256514,1.7264355026681413,1.4956976639179385,1.5943599328126012,1.4898020433974384,1.3919139200633999,1.407378693012242,1.4816032146845284,1.4594564977840694,1.5526969378557083,1.4753107355859323,1.452397162896042,1.4209635555586186,1.2901623675309382,1.422914351091773,1.7317567800430813,1.5756949749255622,1.349371167335214,1.4643389608229473,1.755103261594862,1.5077697962109127,1.468743903601386,1.4429196057854898,1.4807370986169057,1.4286430570811606,1.413177033901928,1.3902634234300906,1.3746254833930278,1.348527232383679,1.3625837664281426,1.2925944898775792,1.280428968261973,1.3305257047071133,1.2938647376255945,1.3342262414885302,1.3961450707870917,1.3694106983619938,1.5035519698468758,1.4809890403624706,1.6094994745982751,1.4230449743402758,1.430657225851383,1.370303238335107,1.3935100915875172,1.3582471255824338,1.5607308979979737,1.5289118985066015,1.3646234386471283,1.3617430799523078
Shadow Absol,Psycho Cut,Dark Pulse,40,1.5998401349345661,1.6601413842510837,1.6183400072536576,1.6162190987771674,1.8956195006808025,1.746780538530831,1.7510320949368763,1.73668957572203,1.5176974385901445,1.6476724610671798,1.7077041386002738,1.7906369833436684,1.6531344010587825,1.7131813275925427,1.9232867965615528,1.6973975084431803,1.7851636576033667,1.7438199521301716,1.5656571711069032,1.6761912486477188,1.6987791959124894,1.7603503663725497,1.8565314182952113,1.767705660433042,1.6893845361503357,1.7117062021081768,1.4232208603076786,1.6651743769749727,1.9807994360418888,1.8089202863378473,1.4705378517620757,1.6709206708319222,2.0322850895300473,1.743705820697149,1.6681512044373485,1.73540517292605,1.669751307825201,1.6910838436455877,1.685739728955581,1.6861109766997033,1.6187686699702444,1.6532484929394509,1.5741353768859756,1.5651067260944274,1.5544911082026194,1.646255477252811,1.5275184113806746,1.6490515322305905,1.68413108647251,1.69481398527703,1.734880466699401,1.7424362227226102,1.8414571911131155,1.6441471692135456,1.6835322515168736,1.6859400241956706,1.6634158751696067,1.6666098120616262,1.7898558262220545,1.8077873562552587,1.656424901802074,1.6691229613179028
Shadow Absol,Psycho Cut,Payback,40,1.9576540681961834,1.9206250260551654,2.0489689788884404,1.8730223546942601,2.2963860342432563,2.0344501789567344,2.2948880036612627,2.0587352742667044,2.0726789746402337,2.0151778921462435,2.0210649191403665,2.0735951392520855,1.9727314630842212,1.9664814125682963,2.5779728317638613,1.9971885694524234,2.201596259127145,2.01846610227045,1.9469472968921588,1.9544588623634587,2.0945845732918444,2.0856245224287564,2.172270381699358,2.061314481563582,2.004355205137565,1.9998251027521328,1.7411338641168046,1.960886856698403,2.5452092410284672,2.1750331961263347,1.8149077397754387,1.9674179890676253,2.7475341311198203,2.0039330947314875,2.0380740098642516,2.080638103441214,2.0262485093462246,1.9286763601575339,2.0204972852806637,1.9789689632990441,1.8449578097097454,1.881281454450912,1.8876164053970188,1.8142520706438023,1.739041756106745,1.8866243217412952,1.7937980824576638,1.9236954652420963,1.9396765605381618,1.956482893158306,2.078520250685204,2.046832413049524,2.174058945610351,1.9414509032357208,2.0355498684426516,1.9801579997097207,2.003735074626866,1.9891536366170082,2.1628227522993586,2.1378076555297603,1.8771388501458006,1.928461287916316
Shadow Absol,Splash,Dark Pulse,40,2.1430489947691727,2.1808751928858094,2.0403763137629016,2.041479744952858,2.3133931488371933,2.1285268865152815,2.5030100160759856,2.350328798316217,1.9773137054352967,2.1153732766700775,2.058424790187218,2.2435162468912053,2.0204777963109675,2.1728675201339205,2.7755434170718676,2.2720712036608917,2.27997941715825,2.2331079686621575,2.0121295017190004,2.129802719918165,2.206655963522817,2.323986776806325,2.2482523220467665,2.2691794413279767,2.0188455304107658,2.080131849741342,1.8440450626595948,2.144199035048645,2.6557016158825224,2.3719395019851,1.9109056246747635,2.1703928794000498,4.0947308291213105,2.520900832572648,2.018842702601968,2.125866495593461,2.049063860563266,2.1840660836046513,1.9965354196058314,2.073944498841532,1.9623619358281832,2.0539066964506882,1.8735221880998527,1.894465490141722,1.8484769378090353,1.9935704285988958,1.8395742499194043,1.9935550563971005,2.0189112397897837,2.0577229075795476,2.143713783771593,2.217054162828958,2.3457479066147373,2.0827274266127147,2.0664312419953497,2.079845023672393,2.064595488466757,2.0583988943431057,2.1593963157166804,2.2468665876099627,2.021249933791583,2.063264472867924
Shadow Absol,Psycho Cut,Megahorn,40,2.1565117724422906,2.0692932411529585,2.2816918228766303,2.0176449299709787,2.592561678384794,2.188897368083647,2.5626969447281946,2.2321878139545572,2.3259045909604654,2.2059743665875677,2.238054171691211,2.224011656384722,2.170417373613632,2.1176485249809005,2.8236544658216745,2.1474722423844232,2.4940317576607707,2.1787996582875238,2.165147464974048,2.1008419069214863,2.3569012497695585,2.257199803743354,2.3869992754116507,2.2375981311664312,2.2311623358485417,2.1647540690533966,1.951069952926758,2.1255538858845107,2.8913756077356636,2.365993612198518,2.044238336611202,2.1139914393561967,3.1219176495535197,2.1444940599502518,2.282935631988779,2.245975952830256,2.231963951248603,2.088086110244771,2.223449018853405,2.149260053340772,2.026183560500013,2.014484175639984,2.077852687431616,1.97118996963666,1.907880892118554,2.0408393980074897,1.9721463320603116,2.076364962034036,2.117632891261241,2.0996272402923353,2.286261136977697,2.2158580171250963,2.4122849993109483,2.0954071493668125,2.2450954867193453,2.1430762611530283,2.177864145183175,2.1493141022197118,2.3884495104571664,2.3290404535467744,2.0772444460945354,2.1244303923519814
Shadow Absol,Splash,Payback,40,,2.9039538578144652,,2.8108362988905955,3.476489828022287,2.7970934368379177,4.652591609235323,3.1916029661040235,7.46149661700116,3.023810961119425,2.9231594333532285,2.906281653195119,2.8578535866783774,2.9362484769864095,5.889583011940505,3.213640307979506,3.7279639627163546,3.0649420186995786,3.0573382264117863,2.9307029322421947,3.5203925666153033,3.1530534799359753,3.2086330323435526,3.0034613108694774,2.7431893154771503,2.756476594904708,2.8070144144004514,2.931569285395159,5.052923314390741,3.2046046084570383,3.1102574741240674,3.0607179080181397,,,,,2.9283962131631456,2.927266471395271,2.8985360181266295,2.839962563260334,2.697088056784741,2.7135839068027106,2.6418861476310216,2.570056836459023,2.583640366438325,2.673412560295386,2.463385649941763,2.636308247420218,2.756390314881428,2.706550255194421,3.0679661405276604,3.0361396741517575,3.162487970962746,2.833687271346793,,,,,,,2.801597244569259,2.7266136384480752
Shadow Sharpedo,Bite,Crunch,40,1.4953354789525668,1.430402734501922,1.3605601234899851,1.3862936290716106,1.4751651975902906,1.3973352666097636,1.553207523023157,1.5216648190547655,1.3130779610918244,1.4664836158608596,1.5904690792598999,1.5400959706599242,1.634917710107732,1.4947878446416005,1.6431517686525399,1.5122486830330224,1.5383490841026306,1.5291609782997881,1.2991881690769074,1.4127108086670694,1.538747623549049,1.4579841868620653,1.6499849824757162,1.4560978326714267,1.5475166460663974,1.4702376721492214,1.367148036788032,1.430996122514405,1.538303584558551,1.5115495849650769,1.363374892189738,1.5565018947790772,1.49291981287708,1.4730641747014799,1.4003558850488922,1.3948146415279823,1.7317201469799892,1.523128059829884,1.3832097815399085,1.4010929307822364,1.4247442521307072,1.4216567943959966,1.3487401898187692,1.2958813345224116,1.3407193335730265,1.3794522953228379,1.3490259654085586,1.3958947141575544,1.4105709410601106,1.3861825771427234,1.5212418531183738,1.4727728408750358,1.5465618926755398,1.4343836155422358,1.426009145577154,1.4215503403888965,1.4085939620081411,1.4190537863689083,1.5335070734375018,1.5203998907624519,1.412529969208534,1.424433299713744
Shadow Sharpedo,Waterfall,Crunch,40,1.7780909593488488,1.7434651575583668,1.5666843329606635,1.6529943068725044,1.7690329290906621,1.7153413164593185,1.8937983421379534,1.8820852252829245,1.5658947724796706,1.9221978498096763,1.790401760519061,1.856183817073354,2.066044131489464,1.8126529824402762,2.2477296000177045,2.066609869782989,1.9223484653888852,2.0809660628027853,1.4800630275703253,1.6602289612748216,1.8213820090028308,1.7628982924063155,1.9763372008016844,1.7723754811418555,1.8089016327651803,1.727061117876772,1.6621849502130233,1.767312573906713,2.0687371121520934,2.0642610162061574,1.7678888619896809,2.2907661576372345,1.9072727345345413,1.8987115210265064,1.7956906849163068,1.8652789372077108,2.0656843177016873,1.8862707745741487,1.5907303663802317,1.65849132998981,1.393622658429073,1.388932642469886,1.5635636751171471,1.561411555330061,1.5287094246605033,1.6042461781471922,1.5602075698815616,1.6400908247806272,1.6421770595981695,1.6441150308529464,1.7203104970603766,1.7303826806578864,1.8021774906469097,1.707383446860807,1.7995179931709016,1.8488799919721022,1.7642172659430122,1.8402616841864043,1.9168997976592952,1.979259494058073,1.6259024440402314,1.6350949183389498
Shadow Sharpedo,Splash,Crunch,40,2.482451375843121,2.081836805648584,1.8387356935044765,1.9943084634616552,2.072576711659518,2.016128810199425,2.4289920445435085,2.543246158357742,1.9139327757369125,2.522885580842368,2.0747380131632904,2.28149737032309,2.666522675877578,2.3634994939711267,2.5737664457402647,2.251101180351074,2.0978674478393042,2.2996565365944477,1.7321112771566587,1.9599718979505363,2.2911901218088575,2.234870237357935,2.459205640512138,2.1871725500290893,2.1640769461077265,2.0748724875093734,2.2005804489142307,2.177601359542242,2.4662204467407807,2.3601395482187186,1.9149533536664471,2.5905942042074814,2.518200027388724,2.554514847386353,1.870113290469062,1.9611643054679775,2.4357780153761195,2.3801369214917143,1.8389308708477616,1.9693009484068926,1.857543057306779,1.923695947403335,1.7767821957354186,1.820297768647563,1.7642460394212707,1.8798375686801798,1.7695684971180932,1.9308304314118188,1.8971650503205442,1.9464926452596514,2.0004192791300137,2.0680645490842577,2.150450761010337,2.019322615676154,1.8633921850632027,1.9382656381425063,1.8185240841248305,1.9227427635128358,2.0169958451613237,2.129164755003813,1.935481899721627,1.9503546208863463
Shadow Cacturne,Sucker Punch,Dark Pulse,40,1.4302789363691262,1.5024559353486384,1.4352674063455995,1.4709590041333833,1.6407733027219553,1.5422375291629813,1.4638270860178808,1.5013219375895184,1.3095911071953614,1.4537618334579463,1.490520400664255,1.5280659596421173,1.4908386704138021,1.5469222663137794,1.6328935794557748,1.5231687879902598,1.593879424529208,1.513802459487088,1.409492118206298,1.5053442385603069,1.7818665892644914,1.5770873905105087,1.487972449077172,1.5195555305495798,1.4823842120411486,1.4787374199267123,1.4729922912746582,1.5213390452250124,1.5682303311343584,1.589281143190783,1.3372688749936705,1.483916075284922,1.658147270811907,1.5644532292189526,1.7008545508948816,1.5393308760790392,1.4771555104788552,1.4613388741952587,1.4912383395322986,1.483800764816723,1.4590447935742328,1.488616609288679,1.4388076882867529,1.410483067403477,1.3912610368760108,1.4599715223559155,1.376802781437047,1.4489832660939477,1.5311850799405187,1.5122216403218132,1.6558755611335798,1.5922074795992485,1.618177705583979,1.5045973590097808,1.4854584183039083,1.5305655231936908,1.6261061058344641,1.5087881397468805,1.581305812842894,1.6022004442608218,1.4958190476368116,1.4801925375748417
Shadow Cacturne,Sucker Punch,Payback,40,1.493338882247407,1.5225551616951254,1.549390358851643,1.517403521122119,1.7635931838789554,1.5721477426509487,1.5996494535695227,1.5493479237221877,1.4414106779377476,1.5151275602682266,1.5183292933968355,1.5323901182600952,1.5972500009140043,1.5768379629468616,1.7678418980004482,1.548365808194989,1.6695356631516878,1.5447734679470608,1.5319616060293573,1.5279142021569536,1.9369887556644847,1.6342316632750729,1.5247356851501288,1.5164766119465807,1.509303902649105,1.4963296228216878,1.5862090069858719,1.5638918317311206,1.7112214471254963,1.6452544161418965,1.4078609058472018,1.5165519624770463,1.802048755509364,1.6225410781531484,1.852662641364133,1.576447617580618,1.5187927482464318,1.4946612456724047,1.5243699713565046,1.5143595264796799,1.4910581176648066,1.5098997556162783,1.4919969663833996,1.434643368055465,1.4117499443286188,1.49269765624788,1.3925525110490469,1.4667265399443106,1.5749793926454476,1.5527789769834133,1.7670723010098268,1.638999308062798,1.7596538651870852,1.5464923249949927,1.5315564811395153,1.561568248113724,1.615088364993216,1.5367530943596928,1.6710377808342118,1.636190550426453,1.504004465667061,1.5239591469323048
Shadow Cacturne,Poison Jab,Dark Pulse,40,1.6948470806138958,1.7950934360223227,1.7321275078478038,1.7665619993455863,2.0232480065762104,1.88733017558842,1.8833846092496964,1.866477459218068,1.6096823948604349,1.747607146767444,1.7973636876702765,1.887774275667289,1.776585354055633,1.8624899866566038,2.1363128683447123,1.8857127575859467,1.956403575584707,1.9014166049966468,1.8476219676376462,1.8593042722273472,2.404428880867733,1.9566877669371898,1.8028578430653874,1.8420211622072418,1.7798409201071819,1.8120018761008558,1.79100599225178,1.8055879898666953,1.9627961368775801,1.9492340014420362,1.6034087566410742,1.780414079218477,2.129796934602237,1.8711244974235872,2.236277798036539,1.9013091638585549,1.7540357733264538,1.760612629111852,1.7762416313966911,1.8019496137490534,1.9666400750001456,2.0690770067472206,1.6776501471516798,1.6570482308973795,1.6598578688876677,1.766514958100153,1.6826375766072923,1.7968276301642623,1.8232534590060854,1.8113293068188356,2.0397522318665255,1.8949399817949146,2.026646470803794,1.8331783383417628,1.773915231585466,1.882780460682466,2.0042667910447762,1.8586704055089502,1.907939732195447,1.9827093920533452,1.8189353674690756,1.8326859654625085
Shadow Cacturne,Poison Jab,Payback,40,2.0480560460862107,1.9742717199740267,2.127520588256089,2.002286584615184,2.4811221974812585,2.085843711502249,2.293952934968537,2.1542645863505863,1.9955196756751201,1.9976937144738551,2.042892838146745,2.084263675268683,2.021463064534591,2.0681133411933006,2.561110816974821,2.1507052684908827,2.4173246549609897,2.1666563620182027,2.2191830517218976,2.108103411847427,2.8897512620346255,2.220233159329832,1.9872640940938142,2.017292431905728,2.002527337422759,2.0017355225261095,2.1143300799947267,2.0311540676362716,2.406155648633699,2.23168630076277,1.8747339854473886,1.9497829178559445,2.563019153697613,2.194595796714108,2.6236305775675297,2.13456010475157,1.9783759897221973,1.9564579932709447,1.9865994613312812,2.0018903383182574,2.3636051312211395,2.4372137799354188,1.8666518409708104,1.8080174190376315,1.8497369700292179,1.9504992331820938,1.873702361421545,1.9760100442107151,2.020410060918471,1.9956852411789257,2.352478426499077,2.162564458018845,2.494245099121616,2.0342296394207313,2.012495007935158,2.09689483152397,2.1675298507462686,2.065252743060826,2.2554947407101062,2.201249847968985,2.015806114161164,2.0558141827848506
Shadow Cacturne,Splash,Dark Pulse,40,2.3575979921792882,2.3938298160885463,2.248624118642453,2.261548551588575,2.585095869517075,2.3617808231454083,2.4897753117938937,2.3719925682538148,2.1339459963660676,2.2804128322938704,2.2081533632978876,2.3807164063467106,2.1411437087133836,2.3419013933473143,2.920832244381243,2.4076963778590206,2.4865329247291172,2.3908066346780523,2.3146942673280315,2.3966464579756597,4.655386023737807,2.7377039581104667,2.1905664700517433,2.406290696791766,2.161157888275181,2.260703924566922,4.520138546605142,2.6631169616867925,2.6270034009961427,2.45257192859767,2.0419379085107274,2.344436022333375,3.6456994492919996,2.76512807700138,3.8503044583552852,2.5165030067615843,2.1517617050183095,2.251480718767401,2.2253562481296223,2.3205754769074876,2.0914682459345015,2.240695126718942,2.060172380293725,2.096267774061182,2.0599461124763616,2.2119364285391945,2.0408389471541697,2.2304494451241648,2.2422286953235533,2.2669033364935602,2.5707847494469394,2.4610165059310476,2.561911125283647,2.3062465409443553,2.1590127191419817,2.3278965572635895,2.400712856173677,2.3202885918887777,2.353352044920302,2.4330004460729175,2.250524241873285,2.27299199969887
Honchkrow,Snarl,Dark Pulse,40,1.3694917857878548,1.56567675829568,1.3926089415435143,1.4931347535633468,1.564846644452289,1.58084388197061,1.757443292391427,1.63061913399874,1.342588646938075,1.4965283889753744,1.5974789984205677,1.6558224546898541,1.554637220550298,1.6077562691354848,1.5713437992152797,1.6153094495701257,1.4606673397319205,1.5400674297158392,1.457573130999058,1.5458241786154256,1.711262589796732,1.615574155251876,1.4995773788292195,1.5242971403368302,1.540186209318168,1.5393823944524543,1.3272419871990884,1.4940093005714756,1.5944203717937981,1.664548891798394,1.3366963921108457,1.5229402175307865,1.727647007001478,1.589459864225291,1.519915953276395,1.60531271147377,1.5741879150706106,1.6073864428502236,1.4650116711555725,1.4924916601674798,1.4588144468177275,1.5360951403257153,1.4074363828892191,1.4209775112522198,1.4381029171012591,1.5174258477184768,1.4065679227887071,1.5250500831537552,1.4938612172705419,1.5440933154758218,1.556751139157551,1.6036081496247725,1.4842368716124898,1.5275891907992378,1.5136843555955004,1.5564512384884297,1.4876784260515605,1.5406428534543866,1.591452485240997,1.633033043044152,1.546369681095557,1.5495335650701971
Honchkrow,Peck,Dark Pulse,40,1.6328678965243433,1.8897756064478812,1.6288412901542135,1.8043525413158388,1.843532801620771,1.8948793456978716,2.270178560747239,1.9832374057230842,1.6272117487523385,1.8230501024365002,1.92657847830412,2.070731478719812,1.8670188816359157,1.9587212018562505,1.8627981398655604,1.9439676507965111,1.714466119279969,1.8657114286244076,1.8190819912829226,1.9193641478347914,2.1448962689154336,1.961116732487714,1.8104136000259023,1.8957157264749203,1.8942209150611937,1.9228692128049099,1.591827460794629,1.8009520214084394,1.9065584145921743,1.986264192805161,1.5845309288968281,1.8405011941917866,2.353856390628025,1.982536893360758,1.7649550674379644,1.8954371760767508,2.0006004973016043,2.1323105276389587,1.740156983455175,1.8140957401387885,1.8149398762465094,1.9390684273040195,1.7028094527440085,1.7531370220912261,1.7964909428694946,1.9050183028212608,1.6983088697326039,1.8685594199531128,1.8122953090853737,1.8892216615429547,1.848720314391786,1.917261903928888,1.7868989494314544,1.8871412606230784,1.8474225276001426,1.9124540516981114,1.8238159769335145,1.905392720141639,1.902458553968396,1.9993820546584047,1.9370856459648451,1.93480739851938
