Attacker,Fast Move,Charged Move,Level,"Arceus (Fighting), Tier 5","Arceus (Fighting), Tier 5","Arceus (Poison), Tier 5","Arceus (Poison), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Mega Venusaur, Mega Tier","Mega Venusaur, Mega Tier","Mega Beedrill, Mega Tier","Mega Beedrill, Mega Tier","Mega Blaziken, Mega Tier","Mega Blaziken, Mega Tier","Mega Gengar, Mega Tier","Mega Gengar, Mega Tier","Mega Lopunny, Mega Tier","Mega Lopunny, Mega Tier","Nidoqueen, Tier 3","Nidoqueen, Tier 3","Amoonguss, Tier 3","Amoonguss, Tier 3","Ariados, Tier 3","Ariados, Tier 3","Blaziken, Tier 3","Blaziken, Tier 3","Combusken, Tier 3","Combusken, Tier 3","Garbodor, Tier 3","Garbodor, Tier 3","Gengar, Tier 3","Gengar, Tier 3","Gloom, Tier 3","Gloom, Tier 3","Hariyama, Tier 3","Hariyama, Tier 3","Haunter, Tier 3","Haunter, Tier 3","Hitmonchan, Tier 3","Hitmonchan, Tier 3","Hitmonlee, Tier 3","Hitmonlee, Tier 3","Hitmontop, Tier 3","Hitmontop, Tier 3","Machamp, Tier 3","Machamp, Tier 3","Machoke, Tier 3","Machoke, Tier 3","Monferno, Tier 3","Monferno, Tier 3","Nidoking, Tier 3","Nidoking, Tier 3","Nidorino, Tier 3","Nidorino, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Primeape, Tier 3","Primeape, Tier 3","Seviper, Tier 3","Seviper, Tier 3","Toxicroak, Tier 3","Toxicroak, Tier 3","Venusaur, Tier 3","Venusaur, Tier 3","Vileplume, Tier 3","Vileplume, Tier 3","Weezing (Galarian), Tier 3","Weezing (Galarian), Tier 3"
Beheeyem,Confusion,Psychic,40,1.7760992446571582,1.7473537650932536,1.7833643528476528,1.7456015732846724,1.7317199152610607,1.744079333495719,1.793672429123822,1.752000429074378,1.7771374120715555,1.7582760579423324,1.7804183422116062,1.8000364817275774,1.7923283441648377,1.7788928422038988,1.7634033525392656,1.8171209479841786,1.8773006648215262,1.7513041958284663,1.7104972344931457,1.7144223451530687,1.7896866006512588,1.7595283011477563,1.7709537728608522,1.7160108108031182,1.7680995388949665,1.7278430349023182,1.7268995967637626,1.7394536216087964,1.7004579077322555,1.7265173851544033,1.7954074118403398,1.7816489472437511,1.7472429958353757,1.694592497006863,1.7386790426975196,1.7375619091813492,1.7935596701528804,1.7929064074308243,1.7130935926508295,1.7251565912766098,1.7168237573602383,1.7084479250077662,1.7201267154937085,1.718990086775859,1.7809921060197487,1.7401079493702434,1.7128874628758552,1.7155947373501033,1.7074033450669268,1.7007844730072899,1.7336924116801222,1.7149173967769145,1.7671868828226323,1.7791064741629814,1.745855609588,1.7343865354059314,1.7485197422191499,1.6954066397520269,1.7716818457587067,1.7193412433299775,1.738689637328303,1.7646527680995132,1.7340628118281713,1.694602595750761,1.7346389642074367,1.7315380621983925,1.7152273809002483,1.7204551680472073
Beheeyem,Astonish,Psychic,40,2.073562366003362,2.063903513642109,2.0762720798339944,2.062826617657947,2.0521213676550314,2.095789697987028,2.1148644909889946,2.081230480582308,2.196823219249039,2.143358854103412,2.059121023347124,2.1379949217160785,2.1654173403032195,2.1297903978878514,2.0863958504649833,2.033535238542263,2.489909915766794,2.293211114076985,2.071221170914837,2.093096914555216,2.1302318588111,2.130318950296397,2.118231885206534,2.0740869744327197,2.1164393751136577,2.077224487859005,2.0775720235066375,2.132840646831105,2.079721092523783,2.1152309591355367,2.0086372023006724,1.982470507185096,2.115811842703825,2.08949001944436,2.126548036019891,2.1559706092157556,2.0014596953876502,2.0047707753618784,2.1003824988559825,2.117940943224863,2.0839810614990917,2.0924910613219123,2.117399848675545,2.0968607583909407,2.1508267700117374,2.1433058022710574,2.062867308598477,2.0889743291053295,2.073630353679469,2.0448564736561856,2.094237368977212,2.0959232024975165,2.086276020362742,2.112009957751166,2.093602266520398,2.096688163664265,2.0984667763679363,2.073223478543568,2.108039489245979,2.0605342546525045,2.1658702971007116,2.2306767118626327,2.103527090685305,2.0479883744034897,2.0804022676984233,2.0915576744617623,2.0944594323930645,2.1173727836468372
Shadow Slowking,Confusion,Psychic,40,1.7311611544748762,1.744345786891631,1.737625204406644,1.7408614546921022,1.754675533219762,1.7303979351449106,1.7583579705771586,1.7604010240631471,1.9018986102258606,1.8450786304767162,1.7449981109062571,1.8057216795796318,1.6580272131225586,1.7439703875128787,1.7909650247469788,1.8143054692043232,1.736246142661479,1.717026200027387,1.7365733701693693,1.7566835791303914,1.7907644064450778,1.77892652451383,1.770955880596495,1.7347813479835101,1.6824641317791154,1.711602198820428,1.7343275052211968,1.7546149423326163,1.7425188785516337,1.757635624357503,1.7434024641009471,1.7650896024553642,1.7855384220021493,1.737409090507956,1.7390913811804232,1.7560160855330573,1.7944628751885467,1.7959157733555753,1.7730218737646224,1.7801172274771282,1.7562327967026359,1.7548962794723861,1.7515593164214145,1.7451757400051386,1.7610630189988248,1.7650579374972097,1.7565644594004848,1.7525079462285784,1.726212572914156,1.714948784560663,1.7062105218776107,1.7321506961397837,1.7342707984316112,1.7809924775291683,1.7021359428073486,1.7230690384232694,1.7562949893605666,1.7306375217868293,1.7595412278775946,1.7400644515854455,1.7480725629280804,1.7983507601631854,1.8664679540544302,1.7926995229375497,1.825501004213122,1.7837652188393485,1.7277328458381402,1.7627365581598284
Shadow Slowking,Water Gun,Psychic,40,1.9607235587850242,1.9599864450544298,1.966280898634211,1.951705461056144,2.181580654244614,2.1959568475526487,1.8558186936723784,1.8607754998529984,2.468731187863639,2.2679546838668116,1.9962578681413417,2.0371053644433683,1.714391090424705,1.8114794984559246,2.090757561859361,2.0165598360554773,2.009008487182502,1.9893427307371208,1.8217601142890314,1.8390851422929675,2.2394928435457735,2.2502822229902466,2.0897436459498735,2.084556003450893,1.779458641934756,1.8259898232097482,1.8229465897028296,1.8545964657299385,2.037481698971736,2.067435562408299,2.0247811602193653,2.0200811282022935,2.2406213051781654,2.225202312535484,2.093056522074136,2.1884373326660596,2.039815354656627,2.033177353655937,2.1158498588881396,2.138075360521011,2.1343973645893994,2.161959085146567,2.0667715301603393,2.0636015585796774,2.0750982816893644,2.116627596800368,2.081553029417224,2.143456135154115,1.8495005565135338,1.8862037054932288,1.7764399660238905,1.7976962308112219,2.1709371662510555,2.206707280748047,2.217090463131457,2.2847908242318526,2.122023189625766,2.1491188892501145,2.115335309212033,2.0921408706565754,2.2064264228958645,2.2966284429750035,2.3042680463247938,2.206987271169705,2.3607187266007474,2.2713079198467683,2.0789993115434564,2.1160879978766927
Shadow Slowbro,Confusion,Psychic,40,1.7311611544748762,1.744345786891631,1.737625204406644,1.7408614546921022,1.754675533219762,1.7303979351449106,1.7583579705771586,1.7604010240631471,1.9018986102258606,1.8450786304767162,1.7449981109062571,1.8057216795796318,1.6580272131225586,1.7439703875128787,1.7909650247469788,1.8143054692043232,1.736246142661479,1.717026200027387,1.7365733701693693,1.7566835791303914,1.7907644064450778,1.77892652451383,1.770955880596495,1.7347813479835101,1.6824641317791154,1.711602198820428,1.7343275052211968,1.7546149423326163,1.7425188785516337,1.757635624357503,1.7434024641009471,1.7650896024553642,1.7855384220021493,1.737409090507956,1.7390913811804232,1.7560160855330573,1.7944628751885467,1.7959157733555753,1.7730218737646224,1.7801172274771282,1.7562327967026359,1.7548962794723861,1.7515593164214145,1.7451757400051386,1.7610630189988248,1.7650579374972097,1.7565644594004848,1.7525079462285784,1.726212572914156,1.714948784560663,1.7062105218776107,1.7321506961397837,1.7342707984316112,1.7809924775291683,1.7021359428073486,1.7230690384232694,1.7562949893605666,1.7306375217868293,1.7595412278775946,1.7400644515854455,1.7480725629280804,1.7983507601631854,1.8664679540544302,1.7926995229375497,1.825501004213122,1.7837652188393485,1.7277328458381402,1.7627365581598284
Shadow Slowbro,Water Gun,Psychic,40,1.9607235587850242,1.9599864450544298,1.966280898634211,1.951705461056144,2.181580654244614,2.1959568475526487,1.8558186936723784,1.8607754998529984,2.468731187863639,2.2679546838668116,1.9962578681413417,2.0371053644433683,1.714391090424705,1.8114794984559246,2.090757561859361,2.0165598360554773,2.009008487182502,1.9893427307371208,1.8217601142890314,1.8390851422929675,2.2394928435457735,2.2502822229902466,2.0897436459498735,2.084556003450893,1.779458641934756,1.8259898232097482,1.8229465897028296,1.8545964657299385,2.037481698971736,2.067435562408299,2.0247811602193653,2.0200811282022935,2.2406213051781654,2.225202312535484,2.093056522074136,2.1884373326660596,2.039815354656627,2.033177353655937,2.1158498588881396,2.138075360521011,2.1343973645893994,2.161959085146567,2.0667715301603393,2.0636015585796774,2.0750982816893644,2.116627596800368,2.081553029417224,2.143456135154115,1.8495005565135338,1.8862037054932288,1.7764399660238905,1.7976962308112219,2.1709371662510555,2.206707280748047,2.217090463131457,2.2847908242318526,2.122023189625766,2.1491188892501145,2.115335309212033,2.0921408706565754,2.2064264228958645,2.2966284429750035,2.3042680463247938,2.206987271169705,2.3607187266007474,2.2713079198467683,2.0789993115434564,2.1160879978766927
Alakazam,Confusion,Psychic,40,1.5889949774045777,1.4940503799814857,1.5946387890339688,1.495124410881273,1.5494320393328411,1.5056095800766574,1.5402945939189718,1.5011689390974108,1.5280464101844475,1.4883462460134007,1.4962170929691783,1.5566225741452093,1.628904583953018,1.534696076898747,1.5292938221161119,1.5879898059803963,1.5690512210107692,1.4745032003044123,1.486472368818086,1.4568698074610886,1.5179106145835486,1.4885629926920534,1.521454725416847,1.45469677437615,1.5264116640626562,1.4780177038867501,1.5030368696415166,1.4699710546584515,1.4481802026804436,1.4554346951863997,1.6624887296357884,1.5282995704442408,1.5067438108334121,1.4276847287742211,1.5288671436350376,1.4758478330794487,1.6088416428247514,1.578994478795694,1.459947228830906,1.4390406308840793,1.4846445574824672,1.449179445311546,1.4835973550243913,1.4452399656540698,1.5476514534902424,1.4805240596082259,1.4595810712021022,1.4328511567379028,1.4584005687991657,1.4273423441177764,1.5428054621778617,1.4798628388356758,1.471975188099405,1.4577711137360763,1.4836766250823643,1.454611904925657,1.5066080862159044,1.4508208788752162,1.5415604366290612,1.450001887986912,1.498481938751832,1.510000628024346,1.5294803076634196,1.4569337161316298,1.5340998085093862,1.491375454661265,1.4380972396410263,1.4499843132489623
Alakazam,Psycho Cut,Psychic,40,1.671332770051238,1.5274768987711371,1.6824467476743024,1.5228597681601586,1.5897574570542354,1.5079865414352502,1.6015801775941154,1.5147256060200485,1.5741090944482947,1.5198683816526692,1.531167580685307,1.5451978074601789,1.660592932581559,1.5354926299906566,1.5622454513086057,1.5508660443327047,1.6206534234543937,1.4964141319485857,1.5597955836629533,1.5167388859758673,1.5718935074006575,1.530172886731133,1.567026977049007,1.4926990553473491,1.5906478892281564,1.5061507304240522,1.5660961567476015,1.4936256007042983,1.4976995679338447,1.4832206957543372,1.6493515002730408,1.5138822750605394,1.5900006787332663,1.4963649685781888,1.5935498480174337,1.5092437194480612,1.6289558586367914,1.5536907946985958,1.4965726235789094,1.4739307533836916,1.546244712303311,1.5019696924559707,1.539139827446802,1.5042239850079258,1.5812264102689717,1.525076528242526,1.526015059899665,1.4913026489647436,1.5293409100236017,1.4739849551746016,1.5488549313231097,1.5136396649266468,1.5357294472220622,1.5233483931181517,1.5330394234944986,1.4921152979097863,1.5542666347418561,1.5030346709878968,1.5763652330332922,1.4931940492312297,1.530749952287032,1.562707865605063,1.5864142270538104,1.472902352989781,1.5876957077349123,1.4891370779189952,1.479754603649322,1.4678261716119902
Alakazam,Psycho Cut,Future Sight,40,1.8471861227439905,1.695436022210319,1.852404828042819,1.6950346792484714,1.7908804235380205,1.6567227839316718,1.7582345395991887,1.6648686272935085,1.8228031228294728,1.6994685789605692,1.7660326573838736,1.7122294057474758,2.04472906278462,1.6864735965600777,1.8149672031188517,1.7396893170901533,1.791738301090844,1.6431439401827357,1.7358211562348957,1.6649403704266845,1.725614696813133,1.6651988459912754,1.7627012852409887,1.617588355614884,1.7486392022111714,1.6443873710472132,1.7141538805226295,1.6584500082792586,1.642100813879996,1.6250633238534815,1.8569080017055708,1.673861136662551,1.706844480965936,1.6199533649136675,1.7508905353181468,1.6807363533700677,1.816119792687035,1.7209013363052819,1.627576915246188,1.6033059389052564,1.6860621388622323,1.6376503386923298,1.6992885477065962,1.6330669114085152,1.7707017300699346,1.6671505114082,1.6519547220150124,1.6283473774949493,1.6319560264425148,1.6139697036886775,1.7838678480421137,1.636837734068374,1.7128540075192642,1.6827447119755978,1.6545304092499467,1.6402102090999247,1.713688937888698,1.6258292711510014,1.7818722571994459,1.6451328734759694,1.7208448843068145,1.6816807246824486,1.734445452726505,1.6041490654572992,1.7308409405579255,1.6304797888334712,1.6259069643230188,1.5888970313134552
Alakazam,Confusion,Future Sight,40,1.7948715086405012,1.604925462182795,1.7994179379838224,1.601086544270085,1.6754487883733047,1.587526163456278,1.732671200833297,1.609545271957209,1.733980435755843,1.6154532823372048,1.6547932256579663,1.6736312405708371,1.8940771180490221,1.687923975390311,1.705471322455183,1.7134332335152707,1.7670701099555017,1.5700276331125336,1.5920184227119731,1.5499793592253028,1.6424354323458237,1.589168573333286,1.6477942827530174,1.5547215542502015,1.6496910891428473,1.5970400472426312,1.6291596306800469,1.5571406257836953,1.5342725321542405,1.5261151212382411,1.8982132429914724,1.6648624910735188,1.603726504689477,1.5012361092453372,1.6424046026530879,1.5576386791338572,1.7775759186206002,1.706447437825429,1.5508094818266982,1.5327307445229603,1.5848353742532664,1.5369495396714588,1.5973359286348736,1.5252734438359412,1.6318658457470634,1.5627268225605602,1.5756956360679775,1.5556970082241386,1.5839839541161935,1.5336456271134957,1.658161073813713,1.5689301167486231,1.5908443933507141,1.554434863923371,1.5829881206049634,1.5475566726795704,1.6078632031468623,1.5415276276125245,1.6384906246090145,1.558132970434125,1.617930659020618,1.6098790706035362,1.5963673183590281,1.5412444106938408,1.6344153568212354,1.5880970327131605,1.5298526674281085,1.5143170471814125
Alakazam,Counter,Psychic,40,1.9309625349644899,1.7743592325231243,2.169246227568863,1.9854049678423356,1.832812866531238,1.8026883993356344,1.6379712849650698,1.5712082927351498,2.065180859251797,2.0028907811499956,2.102078921514979,2.189472405955355,2.0117675581285863,1.863083898414907,,2.3378761248981346,1.6293648250832171,1.5186812840089532,1.9837308714043307,1.9508234044320096,2.0201183776629312,2.0331051788557333,2.1789572666434536,2.085166869643078,1.9033471769575065,1.8147627739486045,1.819118215490869,1.7925090115664561,1.975653629148642,1.9812235411326562,,2.300872984522067,2.0606917069157222,1.9713162841367167,1.86535443374051,1.814399145397701,2.3865358408402164,2.3533740428384493,1.7985825873098364,1.7999291141483729,1.8036963436092452,1.7741840915019902,1.7967096631375916,1.7630276347180192,1.880497185303468,1.809537102676945,1.7758913268710859,1.7779121804451217,1.7757523670085211,1.763319613286111,2.0464905261290163,2.0108277234605234,1.9955457837190922,2.0397439615939383,1.7896590349881885,1.7660308291316966,1.8169345664068612,1.756825416840428,2.0785765883161123,2.007283231093886,2.166207882054614,2.1609469291821966,2.120112605855071,1.971552401710293,2.0835126314690635,1.997896861780401,2.0953348992907963,2.144451171567577
Celebi,Confusion,Psychic,40,1.7486474385010111,1.7349914936387838,1.7491050160445156,1.731317976867022,1.759679833852954,1.7567841902170551,1.7519827098002094,1.755526356224503,1.6335525589576874,1.7243496545422656,1.7610687159868523,1.8487828961586301,1.8383232852004443,1.829599844893154,1.538069405219913,1.7832817819177387,1.7186875051448745,1.7569543753900596,1.758732466916608,1.8011943566637607,1.7518086859242998,1.7924013615991157,1.8253322283177937,1.7899628570691433,1.8031478535241736,1.7816899544466316,1.7763738285671051,1.808026724026775,1.7577433844935755,1.7758117567738008,1.7081064776047026,1.7704843724906572,1.7915461181120231,1.7675793487757312,1.7699352784204208,1.7940925079211538,1.7939508808547193,1.7737000701313206,1.7689755167625103,1.792023746760295,1.7899295670947726,1.7892564475099135,1.775648209479693,1.778589334949949,1.7823863071740225,1.8050441801374149,1.7865876108358163,1.7880237105475991,1.7774802263030876,1.7816631850404565,1.7242157518092631,1.7661068561488338,1.79207599783297,1.8083785798831522,1.7584018392789114,1.7866979157975291,1.7669189244148928,1.7576065301651482,1.7809170721113101,1.765573160322731,1.7479312674562213,1.8316509899421514,1.739399243133143,1.7665487435733043,1.7128440632269728,1.7752760459024182,1.7314892054464879,1.789093675308059
Celebi,Magical Leaf,Psychic,40,1.931437550861512,1.9252588010777216,2.1230625465778594,2.1243444240337177,1.733386854903208,1.7246737360353956,1.7314516128447413,1.7182878243036144,2.1040435835690734,2.27915490326026,2.2033530542304685,2.4045055190833566,2.1840197161030357,2.2072786777465954,1.8650003823934502,2.2153301873031164,1.9096189366878882,1.9577581272839597,1.9577564023025977,2.0292238466942063,2.2691355523067016,2.40714558297969,2.378022106493484,2.326398508706437,2.1660103084538465,2.1705486775589278,2.1609718102476463,2.23690374165232,2.1717085479899656,2.2184623357293662,2.0622885362849623,2.1785332815617817,2.300757435237966,2.291624462044276,1.9617317912332026,2.0032393633385603,2.16617653350854,2.1971839119464955,1.9959891816578241,2.0191361672906094,2.01935736994498,2.035567800089364,2.032257340363871,2.0218426169627493,1.9751199513685076,2.0195484845622578,2.033304209046853,2.016407272920917,2.1547417599379766,2.156952734242021,1.9479191828868627,2.001827869178857,2.1821261884595926,2.2271070410110356,1.751956875189954,1.7715293383614688,1.9818144237773903,1.9694339238527612,2.1933158584921473,2.1965157858527675,2.3102299857744706,2.42295487038158,2.2435399262241305,2.309048054462049,2.2042360094643985,2.323069918583979,2.16799201131969,2.261036419910342
Celebi,Charge Beam,Psychic,40,2.042069722698234,2.033367143985626,2.0472012529834274,2.027723409910032,1.901904798241622,1.914041920980184,2.041380706751856,2.0557166031302017,1.9879473923243085,2.1100029201879353,2.02240287451783,2.1380410598670814,2.115023665661373,2.1223004960219867,1.7937841655839886,2.108336158882522,1.9802344868431396,2.0344855438876808,2.199140114060604,2.262287278663296,2.1622418470042017,2.27911565442428,2.10012123695417,2.0841256036816627,2.0996626687727256,2.092080119252289,2.0879892661734485,2.1414356738251525,2.060288684739373,2.1202746888960697,1.9917823698721218,2.070740463228845,2.1953332165843036,2.172574823525028,2.1009834148197783,2.1439838677826697,2.0907007200567373,2.1199696256368674,2.1100750136940745,2.1374407549343197,2.135447161673717,2.1389690321655745,2.1143375348658924,2.1071812039568916,2.0999794999526973,2.111899513134031,2.1181269141056105,2.1117737313492446,2.0411370762003602,2.044425317101402,2.1593235346045976,2.2440832380220477,2.0917151759373493,2.1384603395913278,1.9479283266927232,1.9890820015821673,2.0626804894653263,2.0626635290584505,2.0549986544195233,2.0494926432826466,2.1295023668227357,2.2619293468144894,2.1453504427305488,2.1938508032417774,2.1078614926259602,2.192091841910163,2.060837770491992,2.1524761083497927
Victini,Confusion,Psychic,40,1.7482812326771222,1.7306102429591665,1.7497387163940048,1.7277163046719208,1.7663172000230374,1.7676744254203225,1.826820318653532,1.7985618969704857,1.617382497622637,1.7030919268848739,1.6093411965212783,1.7085549050857622,1.6799644783858374,1.7256458799125893,1.5047018220643562,1.744775824276989,1.6923032809242144,1.7298288690617047,1.7744761510520906,1.8015061547219633,1.7367722533153536,1.7886327522888148,1.7597112514582016,1.769838004768709,1.679060542529156,1.7489656694031082,1.7727287476320133,1.818845756839893,1.7357268189965247,1.7683996542159817,1.69878722300426,1.72964493247014,1.7574632940013453,1.7766622084203985,1.7679308805687999,1.792344502856844,1.7784834297225398,1.7565154259138207,1.7626099068129575,1.7837538488802251,1.8005057074439215,1.7948266302660072,1.779465209092076,1.7844618032744923,1.8120028024378907,1.803194043464111,1.7865876108358163,1.7880237105475991,1.7906001344909055,1.7811897224281303,1.725682882031399,1.772295911981337,1.7973244733822935,1.8023379172606437,1.7932691040170128,1.7946113105836687,1.762059343548313,1.758461038303189,1.7708383792601194,1.761198175969509,1.726154051363417,1.8115658213967771,1.697761883300222,1.7598315938146916,1.6876412158679825,1.7673867132785754,1.7108023067242604,1.7797128915958451
Victini,Quick Attack,Psychic,40,2.0096490798762883,1.9852489282905406,2.013917378902278,1.982883556060817,2.002724653138592,2.0131148120717755,2.173700238079646,2.181190170395881,1.869727301105645,1.9820271930248656,1.8106185011114744,1.9221552485319835,1.873986512763931,1.9435638888822346,1.8475826495499192,2.2014339959273195,1.9176425456655684,1.946986577210854,2.026654900335031,2.0605538948881086,1.98045267494834,2.088721731415967,2.0334993666956973,2.019728922461289,1.910269465097215,1.9997772858193366,2.0648300155974235,2.0994346400056982,2.017871408802122,2.060036034651717,2.115998174740039,2.177837991315115,2.0650152119150333,2.0300446249533013,2.0698586374441095,2.0696277839582566,2.2292131598393783,2.195405029213446,2.0809430389164225,2.0938992977870323,2.1078861524133363,2.1139505475768443,2.083366728493884,2.062169398864081,2.0715421510348295,2.1053693663236337,2.07647887376452,2.1057644854338555,2.0226724808940286,2.0281169710749833,1.9973432008692544,2.02797757169944,2.067309797617184,2.1365709664277923,2.0962251873910445,2.112189174130229,2.048341208645359,2.058936516374142,2.0317099613086596,2.039640062556683,2.1317041869308606,2.2000175944248,1.969470672741347,2.054463069210815,1.934629858302688,2.044800077773479,2.013289041911138,2.0929089134499943
Mewtwo (Armored),Confusion,Psystrike,40,1.8075102216546972,1.7975258772310858,1.8140732597651987,1.7967780128894877,1.8179550456531546,1.8066948096478248,1.8339532802870213,1.8215438414277363,1.7650398090297392,1.8423043134880728,1.7461921984297604,1.8235059643422415,1.7566430558413177,1.8346748957576438,1.5847573349648785,1.8107216787587206,1.8128327165018956,1.7997145188374026,1.855261266721716,1.9022913065229263,1.8505620536784473,1.9237421583707794,1.9003698654505876,1.893868613750387,1.7830854524837119,1.8434235177667024,1.884578169020087,1.9093240254465245,1.8834324193694596,1.9207906993171278,1.807549416889287,1.848694280124098,1.8676538522516848,1.8559304072333414,1.9034150447011575,1.932569440521669,1.830528012594969,1.8712468134304456,1.9076490512440352,1.9198405068338391,1.9160516840945767,1.9180728494400265,1.9126953141739604,1.90440943980708,1.8937742386517709,1.9251899522679317,1.9116763082967276,1.8985964181230592,1.8784668567954297,1.8757324997112386,1.826934301728583,1.8947820448451493,1.9177542705571757,1.949285061387478,1.882135490005076,1.9135768856077569,1.8994572542346466,1.892629163441105,1.8936932407007405,1.9061514209764059,1.8480901898471502,1.9233019076229365,1.788269096538649,1.8658589838284911,1.8055661688566982,1.8898275647045581,1.8437993325058453,1.919028650793735
Mewtwo (Armored),Confusion,Future Sight,40,2.083868419010201,2.0419266663636555,2.087795060835823,2.03942884454411,2.0976623095524545,2.058802452826419,2.090278229524037,2.073792628268498,2.037467166600792,2.103801411270951,2.060846080995734,2.122513085054052,2.058154286132758,2.118307143855649,1.8431005015477113,2.110101765152453,2.096910303855554,2.028294628675712,2.1322162031916716,2.1688152596505152,2.1272844904948616,2.18400428065166,2.1513483465938013,2.126289232703309,2.0290235294005634,2.0917514834929185,2.1330460971077554,2.1936110347057816,2.112794247832656,2.170364034846553,2.090631769644096,2.107892251726603,2.1288397391591793,2.0931032335686335,2.155287292719442,2.186649325015441,2.1221409285094355,2.151238669148053,2.1464907303484537,2.165782867775735,2.19187335118769,2.1789689524142792,2.173824132639374,2.1496759934619623,2.1419894142020386,2.1755059554555363,2.1528801354855482,2.164812668701345,2.0990997997212038,2.1045305678766453,2.0795329734278365,2.146126031401354,2.1566749600435817,2.2121640958923976,2.136903100999703,2.163099396103804,2.151693395984917,2.1391731701289367,2.174332639297088,2.155103339274844,2.1125615752690248,2.210715321354212,2.0582374449744716,2.0991862621636423,2.075042909525248,2.1479671328784393,2.0858643144760367,2.165593643152884
Mewtwo (Armored),Iron Tail,Psystrike,40,2.4130566682508365,2.4366249336204646,2.418810087425913,2.4257832605989385,2.8051679698646677,2.870878265815773,2.0972175597173504,2.0872424489138597,2.302897636836897,2.4195365833978375,2.3212160066233505,2.478451682550311,2.586946686193345,2.800552316993511,2.0599978789293814,2.4219658950270118,2.4041682278240035,2.4175953954488345,2.5432410436087176,2.6175043798961664,2.5266185445725977,2.645458150056459,2.5962770924826626,2.6281926290376427,2.7828947932168147,2.900907739894415,2.9918759120365728,3.0993444613592227,2.6216377257285326,2.69465750467904,2.3963331108229378,2.5149115101839743,2.5935056106889607,2.5884902233993214,2.6020591696300523,2.647850259261109,2.4164186275784973,2.518264714182125,2.640135997099297,2.6493633121414173,2.5924761204474187,2.5978707604322775,2.608185527697507,2.583803752810596,2.5700808535001483,2.6345491525153104,2.6471733061115024,2.6789406803635796,2.996416825673233,3.0075361089049233,2.4586307048110276,2.5930027723930795,2.640097389430245,2.7335525306275468,2.899822593637697,2.9495550075821835,2.619835752401917,2.6213412384761123,2.5665908892398415,2.561565510448728,2.8727647457993535,3.08017930399557,2.5032301057875492,2.6048057522337005,2.5033534955291854,2.635023131739849,2.0690870448846383,2.162961715444823
Mewtwo (Armored),Iron Tail,Future Sight,40,2.9717609658903337,2.9490136130546323,2.9795265316083968,2.9523166149244116,3.7320765000607126,3.77554767048389,2.430682301353904,2.393732473392074,2.8516647907807195,2.928159887848834,3.0390173753255527,3.1011580675901618,3.5408834401928244,3.6741046138181863,2.610846330282118,2.996625159727269,2.9614516805865385,2.890457647001659,3.0688101563904966,3.1235212961042493,3.091838901428204,3.159937244097427,3.17976287130925,3.1422029294855123,3.6365851092494266,3.6943582036191813,3.8361120651924754,3.8743065405226766,3.1730406990142295,3.209111872545665,3.0195388182365823,3.051505010900717,3.146239299588719,3.089148664536253,3.1560006328237664,3.1991976490733873,3.0288179973292,3.101700535688984,3.1395946404333994,3.1385150300157276,3.0892800737894297,3.077675264456359,3.1053545683880355,3.046419288853288,3.07598958613792,3.1079094102067826,3.1580269888820465,3.1683420922128622,3.7885516762405302,3.766045979988627,3.0250123633335595,3.1029710015290957,3.1966890534021557,3.292817036251197,3.6573562874682857,3.6554246497381198,3.1556677881472868,3.132845334027015,3.1160695948386365,3.0818867642158843,3.709278840681776,3.9553858324608853,3.085652693396165,3.118404578657013,3.0875819864695284,3.171377341327222,2.3555863689911707,2.4118409921274893
Mr. Rime,Confusion,Psychic,40,1.8134250361755304,1.8232844162426909,1.8245403287255781,1.8214088348839734,1.8103446149819873,1.7925785342254938,1.884899452704723,1.8443594632544178,1.7489723630260667,1.7900678942310477,1.7586603872051167,1.8260893577637989,1.965709997890961,1.91149258115271,1.8760456612437653,1.8444841498035944,1.8207120614499628,1.8225034754365672,1.7736438237750447,1.7815319426519445,1.8035175745548515,1.806607878907811,1.817743817941102,1.7746068721603316,1.8419096679720044,1.8205260705571003,1.8587665041330705,1.8091645781482997,1.754975724782103,1.7859187584984524,1.785817316471827,1.801175024115933,1.770546525351983,1.7533018886425522,1.9111336709507905,1.8380862786052046,1.8156429187518892,1.81136651294929,1.822370856952124,1.8056607668963072,1.8359388422135197,1.7916531094304105,1.8577113702085477,1.7932735732142915,1.8902672100416313,1.836220731605356,1.837202186377584,1.8159861810508657,1.8319037938827918,1.7657854477205939,1.7830338171210431,1.785594032554473,1.772636907472816,1.8127560068142117,1.8090321116198764,1.793308100176436,1.82466396189913,1.781070972303204,1.8270943842080785,1.7740722826508664,1.8034487711845888,1.8434605270053916,1.7627324374423656,1.75924893685963,1.7635886452649192,1.791886945043954,1.7431791473045741,1.7922711750708922
