Attacker,Fast Move,Charged Move,Level,Arceus (Grass),Arceus (Grass),Arceus (Grass),Shaymin,Shaymin,Shaymin,Mega Venusaur,Mega Venusaur,Mega Venusaur,Amoonguss,Amoonguss,Amoonguss,Bellossom,Bellossom,Bellossom,Gloom,Gloom,Gloom,Grotle,Grotle,Grotle,Meganium,Meganium,Meganium,Tangela,Tangela,Tangela,Venusaur,Venusaur,Venusaur,Vileplume,Vileplume,Vileplume
Kyurem (Black),Shadow Claw,Ice Beam,50,1.2410248098241294,1.3584667189950046,1.2426602221465424,1.278373694122849,1.3884313206122632,1.2723440820744703,1.2874669613391672,1.3831648423850553,1.2716651485059807,1.3242152241500351,1.4587303179219737,1.3241776150837428,1.3342540633268396,1.4086296630128223,1.3260934880159723,1.3394452524413047,1.4059837938915436,1.3334458757531684,1.3157253693531297,1.4271463892914997,1.3128022118558396,1.3494238074945828,1.4463111892867182,1.350158214936578,1.3082375661880963,1.4161440592535999,1.310688780653445,1.2781127496733247,1.3620123203285421,1.2773940638417025,1.281924183006536,1.3629385620915033,1.2817254901960784
Kyurem (Black),Dragon Tail,Avalanche,50,1.1235901853406594,1.2019934547083666,1.1239617043983121,1.1405936174960947,1.2230289050132752,1.1364118907036356,1.1410933743485598,1.219221407558947,1.1456986276822914,1.1837578979039214,1.2734053755892087,1.180022063985558,1.186064993845647,1.2616230046811852,1.1900095949757217,1.207549864949096,1.2534931435694991,1.2001610222314565,1.1727829677356492,1.259089192843136,1.1620403639331083,1.204845275765461,1.2559364601561296,1.2010191036602504,1.176508664141173,1.2617387705726928,1.1758613737412325,1.1582695538547694,1.221457905544148,1.1545641217099123,1.163607843137255,1.2239895424836602,1.1613071895424838
Kyurem (Black),Dragon Tail,Blizzard,50,1.3040136806429465,1.361916018481252,1.3048933066470951,1.2896382858465754,1.3586753624337025,1.2804927137842645,1.2912329953559216,1.3497304642585155,1.2983857720967045,1.2943410891585598,1.4150285828903821,1.2971993781967706,1.3170218746062667,1.404084164413301,1.3126508301107782,1.3445875753168501,1.3992572200290878,1.3378739871182215,1.2781018963984263,1.3777572074102042,1.2806840188543658,1.3187509633430954,1.3825446764527214,1.3375282202859657,1.3053194537293478,1.3705047803987733,1.304003650293403,1.2722232592869143,1.3277020720552548,1.2798674631323501,1.2933542483660132,1.336564705882353,1.3029228758169935
Darmanitan,Fire Fang,Overheat,35,1.336554379280892,1.3725061327962091,1.1052090978461,1.3316745469448366,1.3382923120882146,1.1536476962960955,1.362683112577837,1.3495602311586303,1.1925246763331194,1.3410766222043926,1.3977284123959481,1.1123884264366664,1.3263939367506954,1.3840994776068773,1.1165256495992402,1.3503272387284437,1.3713640141284023,1.14367338458342,1.3201588248906861,1.3623253717890942,1.1168288613083566,1.3372199504954985,1.3598505798192089,1.1559754472178652,1.3574740818557074,1.3770625749424337,1.160878192680313,1.2986372969945865,1.3392757140190406,1.109426918051148,1.3111320261437909,1.3479424836601308,1.104250980392157
Typhlosion,Incinerate,Blast Burn,30,1.6223235603181223,1.6745329149494534,1.3477800825719317,1.6057559748637549,1.6885541653544456,1.3483701693755774,1.6596144369614885,1.7106455418340378,1.3787357952424328,1.5976456724501051,1.6784424832012836,1.3541269682078025,1.5781699764486958,1.64952170499811,1.3363959720485756,1.6267660502804904,1.6805396841886557,1.3669748597548306,1.5712093346162745,1.6429484915289332,1.3250794733444575,1.6286165033139004,1.669299048897029,1.4209967994342343,1.6227888666051211,1.68360233024544,1.3576438629442162,1.5917864476386037,1.636727646070562,1.3242766473772634,1.5911843137254902,1.631769934640523,1.3350169934640523
Typhlosion,Incinerate,Blast Burn,45,1.4173634166640867,1.47883343015897,1.1786096081384527,1.4086934032999143,1.4882650943652014,1.1714779119313738,1.4258575119088508,1.5027371690534144,1.20401093075694,1.4146901012937518,1.4835397653194262,1.1936490823387824,1.4168871572703747,1.4808245863983949,1.1948652342046346,1.4325524620818615,1.4812876584250987,1.2109521088718056,1.392921086927396,1.4891051484111422,1.1616749692459472,1.4214048035686762,1.4714714442439685,1.217021932488916,1.4130031091161834,1.488948312269867,1.2084911766890565,1.392570468545828,1.4415904424117976,1.1631696845249206,1.4140653594771242,1.4577150326797386,1.1711790849673203
Mega Alakazam,Psycho Cut or Confusion,Fire Punch,40,1.4048774624519893,1.4528198114358666,1.2345778614707419,1.410685198355674,1.484911370334142,1.3843663901790946,1.2490988098615736,1.2503830244747414,1.1255334717099468,1.1960936716477786,1.2386420619797411,1.0864005616287233,1.436959071128815,1.49413155777823,1.2480834278293063,1.206381155204654,1.2427929565759401,1.0884843133180968,1.4029938004701412,1.4693738353044346,1.243365041472297,1.4617609458442513,1.5021442883954559,1.2853943586628345,1.4484449113424378,1.5119218158087417,1.2820276106495188,1.1802501400037335,1.2119096509240246,1.0841609109576256,1.1844287581699346,1.2165751633986928,1.084162091503268
Shadow Alakazam,Confusion,Fire Punch,45,1.614477951982983,1.58795076279783,1.4265767250595067,1.645256086445991,1.6256238698388001,1.5363726804973021,1.371036480654651,1.368913046724506,1.2667672137022714,1.3028908835623307,1.3542774044729715,1.1807115635342493,1.5610928580428187,1.6333168571123968,1.371160798224445,1.3159282152503635,1.3570538125908995,1.1852794514855598,1.5309306602681996,1.6056660536155805,1.4051496291243926,1.5859211373341917,1.6092408403071818,1.4171162267777648,1.6267681108670509,1.6489988221436984,1.4384808837105658,1.3015400410677618,1.3121336568975173,1.190171737913011,1.3056418300653596,1.3244549019607843,1.187116339869281
Mega Mewtwo Y,Psycho Cut,Ice Beam,35,1.128791452147799,1.2035596625004326,1.1288278755848238,1.1582131825547952,1.231421557688016,1.158818020843979,1.0444159063419296,1.1031970970776652,1.050162020099452,1.0636972219436365,1.1208128572861298,1.0643616487814662,1.1784956241095572,1.2610221072117387,1.1781273321121546,1.0824070226469977,1.1153516517764388,1.0814850405152712,1.17346503781835,1.239175182392848,1.1811017867800202,1.188144306528973,1.2308487392672247,1.1917438096706048,1.1887222911957895,1.2402508515582722,1.1885418987892487,1.056309501586709,1.1036400970692553,1.0498413291021094,1.0362248366013072,1.0796444444444444,1.0356392156862746
Emboar,Ember,Blast Burn,30,1.7481410388328473,1.6093641014247027,1.46274337685327,1.5373946486410952,1.5925058450320877,1.286240763180782,1.5644212821240313,1.5846760344647364,1.3281855242134186,1.5364055761708955,1.6033371778156653,1.2795983351719988,1.5559270781845143,1.6158811386037855,1.2870933038699734,1.5712263660918346,1.6131830459173073,1.2994234365260753,1.528056222062531,1.5860808983837376,1.2729985506010741,1.5847333919650386,1.5908715874987533,1.3858268430453429,1.551173081208417,1.5911777501883508,1.3189231634461316,1.5365036400970693,1.5653070748553295,1.2670244539854396,1.51201045751634,1.5526797385620916,1.2813281045751634
Darmanitan,Fire Fang,Overheat,45,1.233033507740891,1.242886047456096,1.0293190456331032,1.223598287264817,1.2631964243628864,1.045852999267937,1.2659936983887587,1.288807920318963,1.0570699001000494,1.2154748771437167,1.2655701534449904,1.0362426035502958,1.2414735556653969,1.2842245030481008,1.032089863247366,1.238247974236443,1.2771010804072305,1.0267374818200705,1.2254728816243012,1.2685041959489909,1.0267834305689194,1.2514937484699846,1.2808247123570853,1.0728604716527794,1.2528040407899066,1.2759367140992584,1.0498838060675517,1.215344409184245,1.241105096135897,1.0160537614336382,1.222232679738562,1.2458771241830067,1.0180183006535948
Mega Abomasnow,Powder Snow,Weather Ball Ice,40,1.4425301904763639,1.5036669295224705,1.442204200714992,1.4635251226883184,1.5391862213666425,1.465773452604663,1.4903818298564966,1.5379963265488972,1.4870697507727688,1.482398956975228,1.570216126767626,1.4834645471868417,1.4927165411566305,1.582356874945483,1.492503319473924,1.5141673592354041,1.5801475171410762,1.509258778308747,1.4754393871113114,1.5510273680620683,1.4593011217616896,1.490321235255184,1.5368427733401033,1.4882630810658881,1.4997930792983798,1.5693396576788803,1.5010876600982608,1.4582602202725405,1.5240713085682285,1.4716352436064961,1.4517960784313726,1.5190274509803923,1.4608522875816994
Mega Abomasnow,Powder Snow,Blizzard,40,1.6531796749936714,1.7208216398924052,1.6504078514360851,1.6319788431737743,1.711277314184292,1.658668896920956,1.676055370555647,1.72639658339182,1.6800065704003466,1.633599939825494,1.7410615785778758,1.6339258850666933,1.6668023531920255,1.7772608767287916,1.6698553000125993,1.6525685643050072,1.7245351132349884,1.664878973613131,1.6224985688708087,1.7123247627979488,1.628259625105051,1.6636685918417307,1.7369189341118658,1.671901208598914,1.6885047591761373,1.7647789131888072,1.69367247105763,1.6486466305768155,1.7248833302221394,1.6816221765913757,1.6517124183006537,1.7055477124183007,1.6570352941176472
Mega Abomasnow,Razor Leaf,Weather Ball Ice,40,1.8540640360446332,1.971351145608153,1.780195484586512,1.8954067746059686,2.0396189935908,1.8222025707712939,2.115883942837517,2.232305463885197,2.0922663401376798,2.1819651990773243,2.3767801624711664,2.1095176010430245,2.01301621453978,2.1522499733472897,1.8727357311080741,2.2220288801163517,2.3591445044670682,2.143985040515271,2.00065771043689,2.127461846704749,1.8614788740971706,1.9964276971339978,2.0930249426527525,1.9139745949425622,1.971954286441919,2.1075138742983266,1.9082545442969472,2.0777207392197123,2.2346835915624417,2.100550681351503,2.1025254901960784,2.2530300653594773,2.043534640522876
Mega Abomasnow,Razor Leaf,Blizzard,40,2.3710783340648374,2.394984856956057,2.2291307364636848,2.20347594307846,2.3494985056322957,2.1261922092657053,2.6947003748114744,2.7441904221482223,2.6584018994430094,2.705571156353425,2.8473322635643363,2.6015319426336374,2.334932495953634,2.464067300516578,2.120334564203956,2.7165619156451277,2.792865676293372,2.591652815291918,2.295774819434125,2.4235289818886034,2.0993386356162382,2.3020046603138913,2.3583545646595887,2.1870381619867083,2.3273061046912638,2.4260974755674405,2.217595687560352,2.54713459025574,2.65630016800448,2.6050774687324996,2.664951633986928,2.714781699346405,2.5219032679738564
Mega Abomasnow,Powder Snow,Avalanche,40,1.4437667661633555,1.512783715809775,1.444174708658033,1.455685167070935,1.5267724368934672,1.4619838278755368,1.5056072393865636,1.5381844789224544,1.498815834664835,1.477058469561729,1.5477509778357235,1.4797788586902014,1.4988999699551264,1.559193246687795,1.5004409812074162,1.498857261583212,1.5496312071473093,1.494221379596925,1.4525656796950173,1.5389084442712202,1.4465244875339511,1.472033583273644,1.522925298976363,1.478788318388293,1.4945829221447597,1.5521811564214392,1.4997612453442843,1.436792981146164,1.5291954452118723,1.476096695911891,1.4386823529411765,1.5049516339869282,1.4483555555555556
Darmanitan (Galarian Standard),Ice Fang,Avalanche,50,1.2224670686599999,1.2761861747560086,1.2232192126345618,1.267232155706232,1.3186830376230272,1.349329568041179,1.3108336942075949,1.3052219750026133,1.3133185001567937,1.2168664125965298,1.321570053154147,1.217656202988667,1.246271043526299,1.309152056135454,1.2499539635003245,1.2529996883440682,1.3083965302306253,1.2585445667982547,1.2359718889687343,1.2958478983715576,1.235472516229614,1.2759195959852394,1.3111983534766487,1.2985502253089498,1.2401765723320495,1.3167053979774828,1.2407495835057674,1.2271793914504388,1.2773847302594736,1.2775620683218218,1.2377934640522876,1.2916810457516341,1.2678274509803922
Kyurem (White),Steel Wing,Blizzard,30,1.645494329781441,1.7021582707609038,1.645782074933937,1.6193627507211132,1.7097798180062445,1.6406906001872912,1.7172159421804771,1.7862947421864501,1.7043379575014561,1.6685889078327147,1.7507145722595527,1.672725905124862,1.6936973608970816,1.80593919305285,1.7037478556683046,1.6865130895491378,1.7586224807812174,1.6950836276750467,1.6397573779277248,1.71577165268017,1.6469800129106122,1.6554994423943497,1.7263742939261786,1.6632877879829184,1.6880909177728967,1.7956472373433505,1.743099990449814,1.6252006720179204,1.7335635616949785,1.6358316221765914,1.662577777777778,1.7496470588235296,1.6300758169934642
Kyurem (White),Dragon Breath,Blizzard,30,1.6286102455486007,1.6767948103886927,1.6289143812477578,1.5597694940423428,1.6540512694304301,1.5697826962022412,1.6030612092523184,1.6711932742992819,1.590141412934729,1.5950506468759402,1.6893365760706047,1.6001278708253937,1.6169569389119878,1.7328041558844338,1.624632919489431,1.6286100145439435,1.6976807604404738,1.6386349470184915,1.5821102761165853,1.6546289416951876,1.5818910393042884,1.5832917773566773,1.6403851559029132,1.597009783032468,1.605110410764121,1.6923354449856216,1.6309701928076488,1.5618443158484225,1.6630950158670899,1.5747993279820796,1.5699764705882353,1.634886274509804,1.5539660130718955
Emboar,Ember,Blast Burn,45,1.3356547203863798,1.4104411424575256,1.1159103036439828,1.340038000529755,1.3984028097867007,1.1237665991611518,1.3516985978168352,1.4027117834157123,1.1221527020771425,1.3539765319426336,1.4407406478788487,1.1466628221843345,1.3625253200748213,1.4293509338140513,1.1283303773054594,1.3968029295657594,1.4516024309162685,1.1625285684604196,1.367647954398743,1.4173659914984835,1.127364408121506,1.4039512933731062,1.4327110514719883,1.1870925625379671,1.3785269368308237,1.4315729156718557,1.160814524772122,1.3461172297927946,1.3700485346275901,1.1401437371663243,1.3761464052287582,1.3862274509803922,1.1323607843137256
Frosmoth,Powder Snow,Ice Beam,45,1.639194896348004,1.7195322502217276,1.6419794681085491,1.6183428682265932,1.709721419826599,1.6359582619867477,1.6105873041946033,1.7086057311810294,1.6041214329445848,1.6150712064988466,1.7371878447497742,1.6197096580082238,1.6473507205923685,1.7417013151901064,1.6483199100592174,1.6643076044047371,1.712250675254519,1.6717354041138583,1.6504756220844548,1.7016065186412188,1.6549456170907275,1.6663795526461336,1.707352234502643,1.6722729456991832,1.6703912392958329,1.7273103492184765,1.6616793471917146,1.6220272540601082,1.6915997759940264,1.6409650924024641,1.6287477124183007,1.6857098039215688,1.6255686274509804
Ho-Oh,Incinerate,Sacred Fire++,45,1.273275942137728,1.3599272988196984,1.053753708361182,1.2699122150220974,1.3590883209897657,1.057175989171309,1.255331730553855,1.3430734540893277,1.064721429958039,1.2819802427038411,1.3767300170494434,1.0888326145822886,1.27627714941994,1.3500227759524708,1.0660211864817453,1.318953874922086,1.3780256596717224,1.1055864325784335,1.2681144416160188,1.3185998075587981,1.0850760629940441,1.278449221618779,1.332342034399282,1.074782624463928,1.2903787179405555,1.3414616029457018,1.095480639650251,1.2510920291207765,1.2991226432704872,1.0423277954078776,1.2293124183006536,1.3070117647058823,1.0381803921568629
Calyrex (Ice Rider),Confusion,Glaciate,45,1.2841665498081396,1.3517866606446585,1.2850734933900567,1.347333601686873,1.38095426796839,1.3622397370413397,1.121919751519405,1.1495363387937343,1.1164483999581885,1.1066467756493832,1.1580959783371778,1.106960184535152,1.3371616317273862,1.4128747128776205,1.3535700094011378,1.0985352171202991,1.146660087263661,1.1005220236858508,1.3281000694249905,1.413151772773224,1.3367842831565229,1.3611380595323366,1.3892903448088274,1.3822092063866247,1.3480193974893622,1.39506998164242,1.3596387907341971,1.1007466865783087,1.127879410117603,1.1010266940451745,1.096962091503268,1.1186300653594772,1.0966901960784314
Calyrex (Ice Rider),Confusion,Avalanche,45,1.3487307342782786,1.430747208598845,1.349974594652675,1.389928816790311,1.472299449180027,1.371276855341452,1.1975808980542655,1.2592022936670302,1.1956605492257382,1.1997542874335572,1.2644544178116537,1.2007948049343093,1.4155496758061232,1.488839783289235,1.4207832989271072,1.2046151049241638,1.2625571369208393,1.2126662164969872,1.3737744053201466,1.493879638990049,1.3818009086147887,1.4196367856527614,1.4692047546081801,1.4422855484935582,1.4147645879094644,1.484364222880124,1.4340135188191725,1.1992906477506067,1.2405824155310807,1.1957998879970133,1.1884339869281046,1.2324287581699347,1.1799843137254902
Blaziken,Fire Spin,Blast Burn or Blaze Kick,40,1.5028820044545863,1.4306579711781342,1.2485826730067728,1.361586928818876,1.4006052554190382,1.1180060358689963,1.3714605701315574,1.3911657980796512,1.1580360476055371,1.339710159462441,1.3796008424430848,1.1330107311202486,1.3433935199992246,1.3876079434768702,1.122253559348317,1.3768179929357989,1.3961666320382298,1.1551267400789529,1.3304994945373494,1.3872452894534912,1.1344287054066233,1.3682373314716256,1.378011297181145,1.1996046893275185,1.3551289805706768,1.3942529101539702,1.1418839334033681,1.3334515587082323,1.3558614896397236,1.1293261153630763,1.331283660130719,1.3615372549019609,1.1250196078431374
Mega Glalie,Frost Breath,Avalanche,35,1.4669357144548232,1.486866619194787,1.474883308413632,1.45057532635197,1.4952478481313625,1.535699015782108,1.5079098660534294,1.5076022518553915,1.5049591589887557,1.4439624912245512,1.5113704743756895,1.4437493731822284,1.4573023580379727,1.5122844764923093,1.462206456740228,1.4786775399958445,1.5287502597132765,1.4851314149179307,1.4531381313715699,1.5266799020742239,1.4528701752676516,1.4795227258302885,1.5095790304008414,1.478316846944049,1.4670359405341737,1.5334097348231623,1.4969174121117585,1.4221205898823968,1.4670337875676684,1.473100616016427,1.4376575163398693,1.484643137254902,1.484235294117647
Mega Glalie,Ice Shard,Avalanche,35,1.5042770220926358,1.525799631030583,1.501334008381033,1.4997340797176866,1.545113636600642,1.596739713056373,1.5449340720056148,1.547792196156316,1.5545417892394762,1.473159663022766,1.5625814863102998,1.4718182729916758,1.4965254557613468,1.5514784985316779,1.49682590449607,1.4881181175981715,1.5320875753168501,1.4927280282568045,1.4576446658465585,1.528994068426245,1.4638076562366782,1.5206948763747474,1.552501065344129,1.5175124441261005,1.4842156644276785,1.5526162204607434,1.5139804115069133,1.4676964719059176,1.5132536867649804,1.521504573455292,1.4592313725490196,1.4979032679738562,1.4948287581699347
Mega Glalie,Ice Fang,Avalanche,35,1.4840255911068536,1.5158742444413282,1.4845628368029693,1.4875768301050958,1.5474453924879084,1.599663793337185,1.5502142846476623,1.5558021114877478,1.571409798856153,1.45331461237589,1.542184836024471,1.4458554808945943,1.4809215053450797,1.5368340456875913,1.480785818819721,1.4718081238312901,1.517348846873052,1.4822615832121337,1.447718110178678,1.5028318088254997,1.4501418949368476,1.4869937348698468,1.534875286736239,1.49907972400787,1.4757902779104193,1.5383546090259872,1.5074013943271893,1.461274967332462,1.5060201605376142,1.4989733059548254,1.4578196078431374,1.4909071895424837,1.4865150326797387
Mamoswine,Powder Snow,Avalanche,45,1.3387853147986604,1.4172851062744833,1.3448898828440148,1.4954334709166637,1.463986051177662,1.5395553812879719,1.4632430898800903,1.4423940149625936,1.519888900503233,1.3809296961187443,1.4735232173302577,1.3925258248921872,1.3863964566433091,1.4486378042043437,1.3787883193285455,1.3788697278204862,1.442992935798878,1.3824148140452939,1.3679889894400934,1.4562561660353457,1.41692751787389,1.4315414396199215,1.4521411150299657,1.4606457345434434,1.419369899935271,1.4676832309341143,1.4641602733475525,1.3949691991786448,1.4172111256300168,1.405450812021654,1.4015163398692811,1.417683660130719,1.4106039215686275
Crabominable,Frost Breath,Glaciate,40,1.4549524036736678,1.4148429148219714,1.4556025620245603,1.4948056904854765,1.44125247410145,1.6330550381986664,1.6047724998880046,1.4791792972658175,1.5779951319306524,1.37784575268278,1.4861097181827299,1.3925007521813257,1.4312408532744065,1.4589693639209529,1.4282072902431695,1.4370584874298773,1.5063110326199876,1.4324355911074174,1.3612779070192318,1.4434551721617968,1.3713019012703556,1.437897237358672,1.4439447653069553,1.462450019493531,1.4288988635278388,1.4721930410976347,1.4461953119196935,1.3811928318088482,1.4108362889677057,1.4050681351502707,1.3568,1.3858509803921568,1.3779346405228758
Crabominable,Frost Breath,Avalanche,40,1.4925432118551003,1.5192816569749972,1.4920824553767367,1.5103500345174954,1.5574481664014417,1.5819044897771901,1.5756297878059344,1.5824868965311274,1.5746054026610121,1.4910615785778758,1.5751554508073413,1.4963143115033597,1.5123329359656519,1.5790713226528652,1.5123910873336628,1.5321914606274671,1.596509453563266,1.5443460419696655,1.4817241757304849,1.5539748852051691,1.4879237055893206,1.537894517331109,1.5708249843598416,1.5364438359642045,1.5266184912828022,1.600579377964537,1.5211748851324824,1.4744726526040695,1.5279820795221206,1.521317901810715,1.4692915032679739,1.504962091503268,1.5053490196078432
Mega Alakazam,Psycho Cut or Confusion,Fire Punch,30,1.559280054343768,1.585783568294855,1.3692808374476642,1.6775002242072967,1.6032615383331907,1.461950457487168,1.367885675033972,1.3651589588901998,1.2627294040348231,1.3062380904623407,1.3530864507070504,1.1741174405776753,1.5711336609193731,1.6367284040357049,1.3724401283206853,1.3220704342405984,1.3527036152088094,1.186357261583212,1.5317832478715758,1.605458996626189,1.3870869517557214,1.5702265782959934,1.6158958410778563,1.3913666325152096,1.595422277401076,1.6526385042286103,1.4394783476055562,1.2913384356916184,1.3084562254993466,1.17856076162031,1.3061751633986929,1.3228967320261438,1.178164705882353
Shadow Mewtwo,Psycho Cut or Confusion,Ice Beam or Flamethrower,35,1.3403588072781312,1.4196016368692599,1.232090140721949,1.3598892103106157,1.4462934883944045,1.3503265083936955,1.2105873041946034,1.2087266862783161,1.1052608000955695,1.1594624410791294,1.2114381706950155,1.0495812857286129,1.3785460219618333,1.4560908712044116,1.2535302726329969,1.1684630168294203,1.202628298358612,1.0694473301475171,1.3557969867118131,1.4496303423748218,1.2423053968795292,1.4047673016419902,1.447362933277724,1.258257550343177,1.3771899107588155,1.4604781459905136,1.2652298942051592,1.14263580362143,1.174369983199552,1.0627216725779354,1.1534535947712419,1.186792156862745,1.0774274509803923
Mega Blaziken,Fire Spin,Blast Burn,45,0.9621287313534767,0.9937060300821167,0.8020404409421287,0.9631695194872639,0.9928337090978107,0.8159143382130574,0.9586691952752849,0.9849896217539983,0.8113757522361761,0.9515720589710159,0.9941956674355631,0.8135342493230368,0.9767103771116215,1.0095659000377983,0.8106106862830614,0.9711068979846249,1.0179851444005816,0.8248363806357781,0.9524256117316053,0.979245581769241,0.8043798643167728,0.9899268312585568,1.0131195996119429,0.8307598850335017,0.9722514033468097,1.001761478793281,0.8129330744171733,0.9532760873623297,0.981006160164271,0.8032107522867277,0.9727895424836601,0.9916549019607843,0.7951686274509804
Blaziken,Fire Spin,Blast Burn,50,1.2895699666907667,1.3090237244057061,1.0582356122870822,1.2618970648657781,1.3054495929855443,1.0598623054349934,1.2560634342287993,1.2988755655770754,1.0637836546358654,1.2546635242202386,1.3118919867616086,1.0460961789188647,1.2632706267748282,1.304974849533335,1.0613981527248761,1.2778802202368584,1.3070460211926034,1.0714211510492415,1.2478106768327588,1.301024323106342,1.05132577372325,1.2757745278485488,1.2988131613067013,1.0875032866999719,1.2692728063752798,1.310402275066586,1.0724010229310583,1.2538361022960611,1.2652324061974987,1.0391543774500653,1.2564496732026145,1.2798222222222222,1.0423843137254902
Mega Houndoom,Fire Fang,Flamethrower,50,1.123861539946494,1.1581341730149681,0.9470731036592805,1.1376007107892723,1.18126377832051,0.969167846796547,1.1673182313676886,1.2006809323995402,0.973909537533412,1.144042723899308,1.1945767726406578,0.953715775749674,1.1497300807334825,1.1958828831448258,0.9592358910243363,1.1699303968418866,1.2211588406399334,0.9750285684604196,1.148094466706454,1.1961438680681582,0.96702921939515,1.1800839581841096,1.2077557052578134,0.9731442611951802,1.172762868875943,1.229374250575664,0.96827215908488,1.14222512600336,1.1783740899757327,0.9570188538361023,1.12240522875817,1.1615686274509804,0.9516653594771243
Avalugg (Hisuian),Powder Snow,Glaciate,30,1.601012207314919,1.6527608054678864,1.5993640467895471,1.8328560672580176,1.7915330982111386,1.8759518381869869,1.7221885406244868,1.6928905281705915,1.6895665029044158,1.6212892387924982,1.7190477384414802,1.625351017952061,1.617238003857374,1.697767956657847,1.6388993884414462,1.6272075628506129,1.6858248493662995,1.6471275711614377,1.5985773966846522,1.7047245533049948,1.6278576909491735,1.6429873156047983,1.6910411358835105,1.7052034127279156,1.6434384914950286,1.7312259255722153,1.7191608569700443,1.6578122083255553,1.689247713272354,1.6744726526040694,1.6229960784313726,1.6592418300653595,1.6688522875816993
Avalugg (Hisuian),Powder Snow,Avalanche,30,1.728328510263214,1.8017217358681616,1.728093579094404,1.9469932237255119,1.920125889790121,2.001910454734111,1.8648408917825199,1.8325294548060986,1.8659070885660103,1.7770785277304182,1.8506794704643466,1.7740321933607461,1.7983601314220916,1.8846179939716414,1.8009090997199042,1.7848924787035112,1.8731560357365469,1.8070590068564305,1.7641133697916032,1.8643898517715551,1.784672910855876,1.8015286554903758,1.854560126209279,1.8221827314516787,1.7986608516643854,1.8788081367586669,1.8770148240112905,1.7862983012880342,1.8342075788687697,1.802380063468359,1.7755607843137255,1.8147032679738562,1.8249411764705883
Avalugg (Hisuian),Powder Snow,Blizzard,30,1.9366523583264887,2.0451923794885056,1.9370165926967366,2.2410384864860355,2.226541138389086,2.2797627365386983,2.1259933997341975,2.094518195529141,2.0700255349649828,1.9704894193160163,2.1063835121853374,1.9689349112426036,2.0314598900939145,2.123484429971215,2.0423923472799697,2.0279841055474757,2.0903023062538955,2.0299709121130274,1.9419875035016991,2.0919089436439595,1.9892695760203647,1.9734162639514747,2.058444325569166,2.0733319430970236,2.0110251594350537,2.126306518532667,2.1105805452095203,2.0346835915624415,2.0660350942691803,2.037913011013627,1.994342483660131,2.044151633986928,2.038222222222222
Pyroar,Fire Fang,Overheat,40,1.5711468101264439,1.537407780410383,1.28046410743457,1.5315902867142055,1.560929115038157,1.324358089294988,1.5270625830633,1.5510654501470875,1.306034315409082,1.4923904322535353,1.5414075819877644,1.2627369371176411,1.5077195941034511,1.5662101784277807,1.2575814846044253,1.51608923748182,1.5550592146270517,1.2623363806357781,1.4954751957906531,1.5551197885582744,1.2595154866448242,1.5199876692083814,1.5431169702519654,1.2882957213966435,1.5456976411040015,1.5787518967730982,1.2878744468850476,1.486848982639537,1.5122269927198058,1.2394343849169311,1.4818300653594771,1.508475816993464,1.2504470588235295
Shadow Entei,Fire Fang,Overheat,50,1.0996199214346463,1.1243896797833535,0.8960384048719989,1.0897079465322952,1.1551076507872282,0.9286103110328761,1.100294174742784,1.1289978646198875,0.9266414801320053,1.0951885467856783,1.1747944037709357,0.9180247718383311,1.10280192674866,1.1448744415045697,0.9053877242462128,1.1144166839808851,1.1586718263037605,0.944914814045294,1.0670742847399,1.1411154281816742,0.905374955848142,1.104249589729176,1.1419038379588913,0.9395700543098837,1.1107397149799978,1.1561986014282835,0.9419667016840162,1.0795781220832557,1.104452118723166,0.8978532760873623,1.083681045751634,1.1259921568627451,0.9013437908496732
Shadow Mamoswine,Powder Snow,Avalanche,40,1.191268573676418,1.2315346833073209,1.1928402449840374,1.3828814078966853,1.29783488748965,1.4207734838894022,1.3143936565771202,1.26453029103887,1.2905401167739334,1.1894619396249122,1.2475554106910038,1.1888100491425133,1.1933339148470135,1.2739026352261602,1.2390311982089377,1.2054981300644088,1.2822953459380844,1.2179643673384584,1.2630110958186667,1.2520005359122077,1.260977065393469,1.2505598723400397,1.2562900637393126,1.2626549282366062,1.2774541325778075,1.2784303738367342,1.276286887594308,1.237987679671458,1.2300728019413851,1.2850289341049095,1.233673202614379,1.2410666666666668,1.2759111111111112
Infernape,Fire Spin,Blast Burn,40,1.6259367652709813,1.5274623609307645,1.3506629976124438,1.4618336611278775,1.5022952570249881,1.2292775102353237,1.4729284572998642,1.5023698239431362,1.2370391386802455,1.4572134189148531,1.497191856383512,1.207815163975529,1.4506149507167154,1.487250312563603,1.234476007714748,1.4819758986079368,1.5142712445460211,1.2401438811552046,1.4370364054906641,1.4972656297577434,1.2172393213402677,1.4902668347039252,1.511791319485371,1.2831458025441325,1.477626035929923,1.5132482305627182,1.2351149736308746,1.4585495613216353,1.4873249953332088,1.201866716445772,1.4563450980392156,1.4905411764705883,1.2116915032679738
